mail_date,section_label,number,title,source,is_syndicated,urls,document
2025-04-10,동국대 [법인/건학위],2,"[포토] ""부처님 저 좀 도와주세요"", "" 학점 4.5 기원""...동국대 연등 소원",한국대학신문,False,https://news.unn.net/news/articleView.html?idxno=577429,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250410).hwp
2025-04-10,동국대 [법인/건학위],3,[포토] ‘연등회 D-17’ 동국대 연등 제작 ‘삼매경’,현대불교신문,True,"https://www.hyunbulnews.com/news/articleView.html?idxno=418557
https://www.ibulgyo.com/news/articleView.html?idxno=424689",artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250410).hwp
2025-04-10,동국대 [법인/건학위],4,"동국대, 4개 대학과 인문사회 융합인재양성사업 컨소시엄 업무협약 체결",뉴시스,False,https://www.newsis.com/view/NISX20250409_0003132936,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250410).hwp
2025-04-10,동국대 [법인/건학위],5,"동국대 건학위, '불교사전' 29일 봉정식 열어",BBS,False,https://news.bbsi.co.kr/news/articleView.html?idxno=4025353,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250410).hwp
2025-04-10,대학 [교육],1,내년 의대 모집인원 확정 3주 앞인데…정부·의료계 평행선,이데일리,False,https://www.edaily.co.kr/News/Read?newsId=03365286642134480&mediaCodeNo=257&OutLnkChk=Y,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250410).hwp
2025-04-10,대학 [교육],2,"대교협 ""대학평가인증 결과와 국가장학금 연계 폐지해야""",뉴스1,False,https://www.news1.kr/society/education/5747599,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250410).hwp
2025-04-10,불교 [종단],1,제78차 원로회의…신임 원로의원 보광대종사 선출,불교신문,False,https://slv.ibulgyo.com/news/articleView.html?idxno=424675,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250410).hwp
2025-04-10,불교 [종단],2,"장원영도, 제니도 푹 빠졌다...“젊은 사람들은 요새 다 이거 봐요”",매일경제,False,https://www.mk.co.kr/news/culture/11286942,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250410).hwp
2025-04-14,동국대 [법인/건학위],1,"동국대, 4·19혁명 기념 등산대회 개최",뉴시스,True,"https://www.newsis.com/view/NISX20250411_0003135881
https://news.unn.net/news/articleView.html?idxno=577543",artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250414).hwp
2025-04-14,동국대 [법인/건학위],2,"송석환 동진기업 회장, 동국대 발전기금 1억원 기부",불교신문,True,"https://www.ibulgyo.com/news/articleView.html?idxno=424744
https://www.asiatoday.co.kr/kn/view.php?key=20250410010006328",artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250414).hwp
2025-04-14,동국대 [법인/건학위],3,동국대 불교동아리 활동 ‘연착륙’…신행·문화탐방·연합법회 활발,법보신문,False,https://www.beopbo.com/news/articleView.html?idxno=328440,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250414).hwp
2025-04-14,동국대 [법인/건학위],4,"동국대 ""ESG경영은 선택 아닌 필수""...올해 중점사업 논의",BBS,False,https://news.bbsi.co.kr/news/articleView.html?idxno=4025651,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250414).hwp
2025-04-14,동국대 [법인/건학위],5,"동국대학교, HUSS 컨소시엄 업무협약 체결",내일신문,True,"https://www.naeil.com/news/read/544570?ref=naver
https://www.segye.com/newsView/20250411515278?OutUrl=naver",artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250414).hwp
2025-04-14,동국대 [법인/건학위],6,[동문소식 – 이근안(경찰행정 94)] 이근안 신임 포항해양경찰서장 취임...“현장 중심 해양치안 실현”,아이뉴스24,False,https://www.inews24.com/view/1833711,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250414).hwp
2025-04-14,대학 [교육],1,의대 정원 '5058 or 3058' 결정의 시간 임박…분주한 정부·의료계,뉴시스,False,https://www.newsis.com/view/NISX20250413_0003136994,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250414).hwp
2025-04-14,대학 [교육],2,고특회계 성과와 과제는…제3차 고등교육재정혁신 토론회 개최,연합뉴스,False,https://www.yna.co.kr/view/AKR20250410059600530?input=1195m,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250414).hwp
2025-04-14,불교 [종단],1,"대형 산불, 사찰림이 위험하다",현대불교신문,False,https://www.hyunbulnews.com/news/articleView.html?idxno=418628,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250414).hwp
2025-04-14,불교 [종단],2,"조계종, 3원통합 기념 ‘신도증 무료재발급’ 이벤트",불교IN,False,https://www.bulgyo-in.com/news/articleView.html?idxno=963,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250414).hwp
2025-04-15,동국대 [법인/건학위],1,"재단법인 법보선원, 동국대에 장학기금 10억원 기부",불교신문,True,"https://slv.ibulgyo.com/news/articleView.html?idxno=424826
https://www.hyunbulnews.com/news/articleView.html?idxno=418653",artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250415).hwp
2025-04-15,동국대 [법인/건학위],2,"영광 원각사, 동국대 불교대학 동아리 '가람수호'에 장학금 전달",BBS,True,"https://news.bbsi.co.kr/news/articleView.html?idxno=4025548
https://www.beopbo.com/news/articleView.html?idxno=328487",artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250415).hwp
2025-04-15,동국대 [법인/건학위],3,‘젊은 불자’ 양성 나선 동국대...불교동아리 어느새 25개,아시아투데이,True,"https://www.asiatoday.co.kr/kn/view.php?key=20250414010008303
https://www.beopbo.com/news/articleView.html?idxno=328429",artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250415).hwp
2025-04-15,동국대 [법인/건학위],4,[동문소식 – 박영진(회계 91)] ‘NPL비율 평균 상회’ 국민은행 윤준태·박영진 행보 주목,FETV,False,https://www.fetv.co.kr/news/article.html?no=190368,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250415).hwp
2025-04-15,동국대 [법인/건학위],5,“시대를 위로하는 판화 속 부처” 동국대 미술학부 사제들이 뭉친 사연은?,BBS,False,https://news.bbsi.co.kr/news/articleView.html?idxno=4025856,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250415).hwp
2025-04-15,대학 [교육],1,의대생들 ‘유급불사’ 강경 투쟁… ‘트리플링’ 현실되나,문화일보,False,https://www.munhwa.com/article/11498787?ref=naver,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250415).hwp
2025-04-15,대학 [교육],2,"고등교육 패러다임 변화 속… “대학들, 성과관리 분석 넘어 개선으로”",한국대학신문,False,https://news.unn.net/news/articleView.html?idxno=577617,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250415).hwp
2025-04-15,대학 [교육],3,"""차에서 자도 된다""…집세 비싼 美 캘리포니아에서 '대학생 노숙방지법' 발의",TV조선,False,https://news.tvchosun.com/site/data/html_dir/2025/04/14/2025041490246.html,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250415).hwp
2025-04-17,동국대 [법인/건학위],1,"동국대 성정석 교수팀, 2025년도 환경기술개발사업 신규 수주",뉴시스,True,"https://www.newsis.com/view/NISX20250417_0003142684
https://www.pinpointnews.co.kr/news/articleView.html?idxno=337205",artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250417).hwp
2025-04-17,동국대 [법인/건학위],2,"동국대 5개 연구팀, '2025 여대학원생 공학연구팀제 지원사업' 선정",뉴시스,True,"https://www.newsis.com/view/NISX20250416_0003142104
https://dhnews.co.kr/news/view/1065601719621233",artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250417).hwp
2025-04-17,동국대 [법인/건학위],3,동국대 작가들이 그려낸 5인 5색 ‘부처님 세계’,현대불교신문,False,https://www.hyunbulnews.com/news/articleView.html?idxno=418665,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250417).hwp
2025-04-17,동국대 [법인/건학위],4,동국대 총동림동문회 “좋은 일은 혼자보다 여럿이”,BTN,False,https://www.btnnews.tv/news/articleView.html?idxno=85386,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250417).hwp
2025-04-17,동국대 [법인/건학위],5,"[동문소식 – 박신양(연극영화 86)] 우리는 왜 실레의 선 앞에 멈춰서는가…비틀린 자세, 진실된 시선",교수신문,False,http://www.kyosu.net/news/articleView.html?idxno=133235,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250417).hwp
2025-04-17,대학 [교육],1,내년 의대 모집인원 3058명 동결 가닥…교육부 오늘 발표,뉴스1,False,https://www.news1.kr/society/education/5755617,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250417).hwp
2025-04-17,대학 [교육],2,"트럼프 위협대로…미 국세청, 하버드 면세지위 박탈 추진",연합뉴스,False,https://www.yna.co.kr/view/AKR20250417025800009?input=1195m,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250417).hwp
2025-04-17,불교 [종단],1,대만불교에서 한국불교의 '전법 방향' 모색,불교신문,False,https://slv.ibulgyo.com/news/articleView.html?idxno=424924,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250417).hwp
2025-04-17,불교 [종단],2,미국 청소년들도 “고요한 산사서 평화 배웠어요”,법보신문,False,https://www.beopbo.com/news/articleView.html?idxno=328549,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250417).hwp
2025-04-21,동국대 [법인/건학위],1,"동국대, 개정증보판 ‘불교사전’ 4월 29일 봉정",법보신문,False,https://www.beopbo.com/news/articleView.html?idxno=328622,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250421).hwp
2025-04-21,동국대 [법인/건학위],2,"영천 선화여고, 법당 개원법회 및 개교 기념식 봉행",BTN,False,https://www.btnnews.tv/news/articleView.html?idxno=85435,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250421).hwp
2025-04-21,동국대 [법인/건학위],3,"[동문소식 – 최진식(무역 77)] ""획일적 노동시간 규제가 기업 생존 위협 … 세제 개편도 절박""",매일경제,False,https://www.mk.co.kr/news/business/11296413,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250421).hwp
2025-04-21,동국대 [법인/건학위],4,"[동문소식 – 임희조(서양화 07)] 임희조, 호리아트스페이스 '서툰행복' 개인전",뉴시스,False,https://www.newsis.com/view/NISX20250419_0003145601,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250421).hwp
2025-04-21,동국대 [법인/건학위],5,"장시원 PD 새 예능 ‘불꽃야구’, 동국대전 티켓 내일 오픈",스포츠월드,False,https://www.sportsworldi.com/newsView/20250421506191,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250421).hwp
2025-04-21,대학 [교육],1,"이주호 부총리 ""대학 변화, 정부 주도는 한계…지자체가 이끌어야""",MBN,False,https://www.mbn.co.kr/news/society/5107615,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250421).hwp
2025-04-21,대학 [교육],2,수능 출제위원이 사교육업체에 문항 판매…‘사교육 카르텔’ 100명 검찰 송치,문화일보,False,https://www.munhwa.com/article/11499760?ref=naver,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250421).hwp
2025-04-21,대학 [교육],3,'문송합니다' 이제 옛말?…'고3 문과생 급증' 대반전,한국경제,False,https://www.hankyung.com/article/2025042032271,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250421).hwp
2025-04-21,불교 [종단],1,"“듣고, 사유하고, 변화하라” 광용스님, 경청·섬김 실천한 ‘여성불자 길잡이’",문화일보,False,https://www.munhwa.com/article/11500274?ref=naver,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250421).hwp
2025-04-21,불교 [종단],2,"나는 절로 쌍계사편, 역대 최다 9커플 인연 맺으며 '회향'",불교신문,False,https://slv.ibulgyo.com/news/articleView.html?idxno=425055,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250421).hwp
2025-04-21,불교 [종단],3,"“사찰음식은 정성과 배려... 다른 비법 같은 건 없어요""",불교신문,False,https://slv.ibulgyo.com/news/articleView.html?idxno=425012,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250421).hwp
2025-04-22,동국대 [법인/건학위],1,"동국대 바이오메디캠퍼스(BMC), 김포대·농협대·서영대와 '경기도 RISE 공동추진 업무협약' 체결",뉴시스,True,"https://www.newsis.com/view/NISX20250421_0003146976
https://www.seoulfn.com/news/articleView.html?idxno=555103",artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250422).hwp
2025-04-22,동국대 [법인/건학위],2,"동국대 경영대학, AACSB 국제경영교육 재인증 획득",대학저널,True,"https://dhnews.co.kr/news/view/1065587431806793
https://www.newsis.com/view/NISX20250421_0003147348",artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250422).hwp
2025-04-22,동국대 [법인/건학위],3,"[동문소식 – 박근덕, 신윤영, 유지선, 홍기진(불교미술 99)] 박근덕 작가 등 4人 기획전 ‘피다, 또 꽃이 피다’",불교신문,False,https://www.ibulgyo.com/news/articleView.html?idxno=425100,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250422).hwp
2025-04-22,동국대 [법인/건학위],4,[현정환 교수 인터뷰]“티메프·발란 사태 재발 막으려면 전자 결제 대행 감독 강화해야”,조선비즈,False,https://economychosun.com/site/data/html_dir/2025/04/11/2025041100017.html,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250422).hwp
2025-04-22,대학 [교육],1,"교육부, 의대생 20여 명과 소통···의대 교육 정상화 논의",한국일보,False,https://www.hankookilbo.com/News/Read/A2025042110410001139?did=NA,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250422).hwp
2025-04-22,대학 [교육],2,"사탐 보고 공대行…""뒤늦게 물리 과외 받아요""",매일경제,False,https://www.mk.co.kr/news/society/11297540,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250422).hwp
2025-04-22,대학 [교육],3,"[칼럼] 외국인 유학생, 어떻게 볼 것인가",대전일보,False,https://www.daejonilbo.com/news/articleView.html?idxno=2197546,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250422).hwp
2025-04-22,불교 [종단],1,"독립기념관, '한국 독립운동과 불교' 특별기획전 개최",연합뉴스,False,https://www.yna.co.kr/view/AKR20250421037500063?input=1195m,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250422).hwp
2025-04-28,동국대 [법인/건학위],1,"더 젊어진 연등회, 대학 불교동아리 적극 참여",BBS,False,https://news.bbsi.co.kr/news/articleView.html?idxno=4027695,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250428).hwp
2025-04-28,동국대 [법인/건학위],2,[포토] 2025 연등회 참가한 동국대 불교동아리들,아시아투데이,False,https://www.asiatoday.co.kr/kn/view.php?key=20250426010015722,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250428).hwp
2025-04-28,동국대 [법인/건학위],3,"동국대 영상대학원, 'OTT콘텐츠특성화대학원 지원사업' 선정",뉴시스,False,https://www.newsis.com/view/NISX20250425_0003154077,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250428).hwp
2025-04-28,동국대 [법인/건학위],4,"[동문소식 – 정병국(철학 70), 이승기(국제통상 05)]정병국·이승기·임시현·김윤봉, 조계종 불자대상 선정",불교신문,False,https://www.ibulgyo.com/news/articleView.html?idxno=425236,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250428).hwp
2025-04-28,동국대 [법인/건학위],5,장정화 전 대한불교청년회장 동국대 특임교수 임용,대구일보,False,https://www.idaegu.com/news/articleView.html?idxno=635776,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250428).hwp
2025-04-28,대학 [교육],1,"교육부, 의대생 ‘수업 참여 의향’ 묻는 설문조사 착수",이데일리,False,https://www.edaily.co.kr/News/Read?newsId=01961446642140056&mediaCodeNo=257&OutLnkChk=Y,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250428).hwp
2025-04-28,대학 [교육],2,늘어나는 대학가 '1000원 복지'… 아침 이어 저녁·매점까지 등장,조선일보,False,https://www.chosun.com/national/education/2025/04/26/O7JU7GFUI5GWFMZVDQ3NPIVPTE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250428).hwp
2025-04-28,불교 [종단],1,어린이가 이끈 10만 연등행렬…전 세계에 전한 희망의 메시지,법보신문,False,https://www.beopbo.com/news/articleView.html?idxno=328757,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250428).hwp
2025-04-28,불교 [종단],2,외국인도 감탄한 연등행렬 “세계 주요 축제 반열 가치 충분”,현대불교신문,False,https://www.hyunbulnews.com/news/articleView.html?idxno=418873,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250428).hwp
2025-04-29,동국대 [법인/건학위],1,"학교법인 동국대, 산불 피해 복구 위한 발원법회 봉행",BBS,True,"https://news.bbsi.co.kr/news/articleView.html?idxno=4027954
https://www.beopbo.com/news/articleView.html?idxno=328788
https://www.ibulgyo.com/news/articleView.html?idxno=425586
https://www.hyunbulnews.com/news/articleView.html?idxno=418935",artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250429).hwp
2025-04-29,동국대 [법인/건학위],2,"[동문소식 – 이인정(상학 65)] 이인정 亞산악연맹회장, 소강체육대상 대상…산악 발전 공헌",연합뉴스,False,https://www.yna.co.kr/view/AKR20250428113100007?input=1195m,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250429).hwp
2025-04-29,동국대 [법인/건학위],3,"동국대, 고온 견디는 마찰대전 나노발전기 개발",뉴시스,True,"https://www.newsis.com/view/NISX20250428_0003156595
https://dhnews.co.kr/news/view/1065579661201245",artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250429).hwp
2025-04-29,대학 [교육],1,"교육부, '교원 해외파견 사업' 참가 대학 모집",뉴시스,False,https://www.nocutnews.co.kr/news/6331409?utm_source=naver&utm_medium=article&utm_campaign=20250428013851,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250429).hwp
2025-04-29,대학 [교육],2,"교육부, 의대 편입학 완화 검토…""빈자리 100% 충원 가능""",중앙일보,False,https://www.joongang.co.kr/article/25332113,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250429).hwp
2025-04-29,불교 [종단],1,먹으로 윤곽선 그린 유일한 고려불화… 700년 만에 돌아왔다,조선일보,False,https://www.chosun.com/culture-life/culture_general/2025/04/29/RQ4B2R27PZC2FG6F35JLWTJSEM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250429).hwp
2025-04-29,불교 [종단],2,"“불교, 이제 인생네컷에서 함께해요!”…30개국서 불교 포토 프레임 출시",불교신문,False,https://slv.ibulgyo.com/news/articleView.html?idxno=425583,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250429).hwp
2025-05-01,동국대 [법인/건학위],1,"동국대, 산불 피해 복구 성금 1억 쾌척",법보신문,True,"https://www.beopbo.com/news/articleView.html?idxno=328838
https://news.bbsi.co.kr/news/articleView.html?idxno=4028246",artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250501).hwp
2025-05-01,동국대 [법인/건학위],2,"성운대종사, 은평구 출신 동국대생에 4200만원 쾌척",BBS,True,"https://news.bbsi.co.kr/news/articleView.html?idxno=4028103
http://hyunbulnews.com/news/articleView.html?idxno=418982",artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250501).hwp
2025-05-01,동국대 [법인/건학위],3,동국대 학생 증원 서울지역 1위 ‘첨단분야 인재 양성 박차’,BTN,True,"https://www.btnnews.tv/news/articleView.html?idxno=85687
https://www.bulgyo-in.com/news/articleView.html?idxno=1045",artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250501).hwp
2025-05-01,동국대 [법인/건학위],4,"“현대언어로 불교용어 정의” 동국대, 새 ‘불교사전’ 봉정",법보신문,True,"https://www.beopbo.com/news/articleView.html?idxno=328816
https://www.btnnews.tv/news/articleView.html?idxno=85659",artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250501).hwp
2025-05-12,동국대 [법인/건학위],1,"동국대 이사장 돈관스님, 육군훈련소 장병 2,200여 명 수계",BBS,False,https://news.bbsi.co.kr/news/articleView.html?idxno=4029360,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250512).hwp
2025-05-12,동국대 [법인/건학위],2,“동국의 감동을 전하는 우리는 ‘동감’입니다”,불교신문,False,https://www.ibulgyo.com/news/articleView.html?idxno=425657,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250512).hwp
2025-05-12,동국대 [법인/건학위],3,[동문소식 – 김명진(스포츠문화 23)] “하나라도 더 배워가려고 합니다” 이상백배 선발된 동국대 김명진,루키,False,https://www.rookie.co.kr/news/articleView.html?idxno=110052,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250512).hwp
2025-05-12,동국대 [법인/건학위],4,"동국대 종학硏 ‘동국 불교, 전통서 배우다’ 춘계대회",현대불교신문,False,https://www.hyunbulnews.com/news/articleView.html?idxno=419123,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250512).hwp
2025-05-12,동국대 [법인/건학위],5,"동국대 행정대학원 총동문회, 탈북민 지원 물품 전달",현대불교신문,False,https://www.hyunbulnews.com/news/articleView.html?idxno=419126,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250512).hwp
2025-05-12,대학 [교육],1,[사설] 고등교육 대전환의 조건 ‘재정 없이 혁신 없다’,한국대학신문,False,https://news.unn.net/news/articleView.html?idxno=578639,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250512).hwp
2025-05-12,대학 [교육],2,"APEC 교육장관회의, 13일부터 제주서 개막",한국대학신문,False,https://news.unn.net/news/articleView.html?idxno=578584,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250512).hwp
2025-05-12,불교 [종단],1,사찰에서 텐트 치고 하룻밤...낭만 ‘절패킹’ 아세요?,불교신문,False,https://slv.ibulgyo.com/news/articleView.html?idxno=425672,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250512).hwp
2025-05-12,불교 [종단],2,"팔만대장경, 미국 인쇄역사연표에 공식 등재",법보신문,False,https://www.beopbo.com/news/articleView.html?idxno=329012,artifacts/hongbo_original_comparison/originals/오늘의주요뉴스/오늘의 주요 뉴스(250512).hwp
