메일 날짜,서버 선정 제목,언론사,상위 분류,하위 분류,우선순위,선정 이유,URL
2025-11-10,"동국대, ‘2025 동국 창업 포럼’ 성료",대학저널,dongguk_core,기타,,,https://dhnews.co.kr/news/view/1065575083118834
2025-11-10,"개그맨 겸 카레이서 한민관, 동국대에 1천만 원 기부",불교방송,dongguk_core,기타,,,https://news.bbsi.co.kr/news/articleView.html?idxno=4053860
2025-11-10,[대학通] 대학도서관진흥법이 나아가야 할 방향,한국대학신문 - 411개 대학을 연결하는 '힘',education,기타,,,https://news.unn.net/news/articleView.html?idxno=585755
2025-11-11,"정연화 보살, 동국대에 50억원 자산 희사 - 불교신문",불교신문,dongguk_core,기타,,,https://www.ibulgyo.com/news/articleView.html?idxno=432681
2025-11-11,2026학년도 '수능 문제지' 배부 | 연합뉴스,https://www.facebook.com/yonhap,education,기타,,,https://www.yna.co.kr/view/PYH20251110011400013
2025-11-25,"강윤재 동국대 교수, 신간 '과학기술과 위험사회' 출간",뉴시스,dongguk_core,기타,,,https://www.newsis.com/view/NISX20251124_0003414817
2025-11-25,"학생·동문 개인정보 넘치는데…해킹에 뻥 뚫린 대학, 대책은 [팩플] | 중앙일보",https://www.joongang.co.kr,education,기타,,,https://www.joongang.co.kr/article/25384759
2025-11-25,사찰림은 ‘생태문화 복합유산’…역사·문화 가치 활용위한 법 개정 필요,법보신문,buddhism,기타,,,https://www.beopbo.com/news/articleView.html?idxno=332601
2026-01-16,교육감에 유명 대학들까지… 전국서 힘 받는 수능폐지론,ujeil.com,education,university_education,,,http://www.ujeil.com/news/articleView.html?idxno=379795
2026-01-19,"동국대 남경완 교수, 이차전지 인재양성 공로 '교육부 장관상'",뉴시스,dongguk_core,기타,,,https://www.newsis.com/view/NISX20260116_0003479398
2026-02-23,"“AI 스님도 등장?”…불교계, 인공지능을 논한다 - 불교신문",불교신문,buddhism,기타,,,https://www.ibulgyo.com/news/articleView.html?idxno=435612
2026-02-24,"대입·사교육 등 교육정책 개선 방안, 국민에게 직접 듣는다",뉴시스,education,기타,,,https://www.newsis.com/view/NISX20260223_0003521953
2026-04-06,"﻿동국대 의생명공학과 송예진 대학원생, '여대학원생 공학연구팀제 지원사업' 선정",베리타스알파,dongguk_core,기타,,,https://www.veritas-a.com/news/articleView.html?idxno=604313
2026-04-06,[유학생 30만시대 上] 중국 중심서 동남아로…베트남 급증,아시아투데이,education,기타,,,https://www.asiatoday.co.kr/kn/view.php?key=20260405010001321
2026-04-06,[2026 서울 선명상축제] 반려견과 함께한 선명상 - 현대불교,현대불교,buddhism,기타,,,https://www.hyunbulnews.com/news/articleView.html?idxno=502733
2026-04-13,"""과탐 응시 35% 급감, 통합수능 후 최저치""…3월 학평서 '과탐 기피' 심...",news1.kr,education,university_education,,,https://www.news1.kr/society/education/6132607
2026-04-27,﻿동국대 건학 120주년 기념 '피터 싱어 초청 강연회' 성황리 개최,베리타스알파,dongguk_core,기타,,,https://www.veritas-a.com/news/articleView.html?idxno=607206
2026-04-27,도심 키즈카페서 열린 이색 수계식… ‘제1회 밝은마음 어린이 수계대법회·미술대회’ 성료,불교방송,buddhism,기타,,,https://news.bbsi.co.kr/news/articleView.html?idxno=4080526
2026-04-30,"교육부, 2026 대학정보공시 발표… 일반대 67.7% 등록금 인상, 평균 등록금 727만 원",한국대학신문 - 411개 대학을 연결하는 '힘',education,기타,,,https://news.unn.net/news/articleView.html?idxno=592147
2026-04-30,"[교육 돌아보기]‘수시 납치’라는 20년 된 유물, 언제까지 방치할 것인...",khan.co.kr,education,university_education,,,https://www.khan.co.kr/article/202604292013005
2026-05-12,"해수부·교육부, 해양 인재 육성 맞손…1200억 원 투입",nocutnews.co.kr,education,university_education,,,https://www.nocutnews.co.kr/news/6515273?utm_source=naver&utm_medium=article&utm_campaign=20260511041056
2026-05-13,﻿동국대 경기RISE사업단 'AI 에이전트 활용 교육과정' 무료 운영,베리타스알파,dongguk_core,기타,,,https://www.veritas-a.com/news/articleView.html?idxno=609483
2026-05-14,"동국대 종학연, ‘하루 무문관’ 침묵 수행 성료",법보신문,dongguk_core,기타,,,https://www.beopbo.com/news/articleView.html?idxno=335439
2026-05-14,사찰음식 국가무형유산 지정 1주년 기념 사진전 - 불교신문,불교신문,buddhism,기타,,,https://www.ibulgyo.com/news/articleView.html?idxno=438239
2026-06-24,"동국대, '학생 신체접촉·성희롱 의혹' 교수 해임 - 연합뉴스",연합뉴스,dongguk_core,기타,,,https://www.yna.co.kr/view/AKR20260623171700004
2026-06-24,지역사회 통·번역 인력 키운다…동국대 WISE캠퍼스 신규 과정 운영 - v.daum.net,Daum | 경북매일,dongguk_core,기타,,,https://v.daum.net/v/qFct3qPKrO?f=p
2026-06-24,"옆에 여학생만 앉히고 ""목소리가 섹스어필""...동국대 교수 해임 - 머니투데이 - 머니투데이",머니투데이,dongguk_core,기타,,,https://www.mt.co.kr/society/2026/06/23/2026062322310471888
2026-06-29,"동국대학교는 지난 25일 오후 3시, 본관 4층 총장실에서 '사찰음식 명장' 선재스님을 다르마칼리지 석좌교수로 임용하고 임용장 수여식을 진행했다.(사진=동국대) - 전자신문",전자신문,dongguk_core,기타,,,https://www.etnews.com/tools/image_popup.html?v=bjQ5VkNYY2dLZTZMZFBUbmNzandvWmpGcjBTK1pHYm1CUVRXR0pTMldlYVZkdE5JeGJVUFVVNURJN04rbmhKTXpGRnBrT3FqN0tpQWVYa2RlaDZqekdvQkZHSkxKU1JEUkNvMFBIejNDempWczRoL3gvVmR2b3FNZTl1ZDlXSmVMcmNyUWhuNjVJZzViS0c2Z3VzZkNWSE5WQS8xeHpMSGx5UU9UOGFUYmRzRmw3RzRXMy91RVFJTHd6S0JqeWM4YmFLZy9QcWY4RmF6OEtTbWRNNFFnN3pucENsNWhQaFlXaS9WOS9aNUtKZ3Z2ZkJzNndrRFFIbmZTQUdnUDJTZTRFaGF4eVJzSDkva3lhRlBWNnE5d1JxcEZEVzV1V3Q3Z2hNcVcxeStwdUtXVCtpZDFldE1PWEdGSWZXR1owZnl0VHNxbnZRUWFmYS9HanVnaWpqRGFzald2K2VCTzFCMm8rTkFJdk9aN1ZlUmR0dHoydWFYMnppZjZkNVFnZ1ZlRnhTREc1N01HK0VRa2prK3poclVMOVFteWxCNUtrclFtdEVRK1U0b2F3VDcrVGN4anFmSG96andyVW9ISHFMM2hjNU9qN2o1VWl0YThucllZcDUveE1NYnVBSWg2aVEvWWVrZHdmbDR4aGRpeHVpV1czTGdkWHJZbUxWV0xoSVZYUnVJL0R1Vnd6NzdlNmUzR2RhMlNnZ01lZmwzVERPdFRQK3E4OUdkY0k5STNaV3Q5U2p0U3NMTCtPTnVYakY0T2pXakN3Sm4zb2ZvNUdnTHR0ZFpoUnpPbUFzS2liWEUvUEFZRnU0d2hlVXMyRTBtM1d5QVowZm9nOTN2THlTSml1akUycDZZc2s2ZFFudXB6MjRzcUxiL21rekd0RGdiZjBUam9kOFhPMThXT3ppS2RneHFsOFhUNytmelF5YkYyUzlZR01JVHhKUENTUzUrMFFXVXpBPT0
2026-06-29,"동국대 대학원 제약바이오산업학과, 내달 3일까지 신입생 모집 - 데일리팜",데일리팜,dongguk_core,기타,,,https://www.dailypharm.com/user/news/339873
2026-06-29,"동국대 WISE캠퍼스, 2026 동국장학회 장학증서 장학금 수여식 개최 - 헤럴드경제",헤럴드경제,dongguk_core,기타,,,https://biz.heraldcorp.com/article/10790681
2026-06-29,"경주시, GSTC·동국대 WISE캠퍼스와 지속 가능 관광도시 조성 협약 - v.daum.net",Daum | 경북매일,dongguk_core,기타,,,https://v.daum.net/v/20260628102246638
2026-06-29,"동국대학교 WISE캠퍼스, 불교·글로컬 인재 육성 장학금 전달 - 경상투데이",경상투데이,dongguk_core,기타,,,https://www.gyeongsangtoday.com/news/view.php?idx=267885
2026-06-29,"""청춘의 신심으로""… 대불련 동문·재학생, 경주서 한마음 - BBS불교방송",불교방송,education,기타,,,https://news.bbsi.co.kr/news/articleView.html?idxno=4091699
2026-07-08,"동국대, 개교 120주년 기념 ‘C포럼 2026’ 개최 - 씨원뉴스",씨원뉴스,dongguk_core,기타,,,http://www.c1news.kr/news/articleViewAmp.html?idxno=118949
2026-07-08,동국대 로터스관 건립에 동문 기부…이선용 회장 1억원 전달 - 아시아투데이,아시아투데이,dongguk_core,기타,,,https://www.asiatoday.co.kr/kn/view.php?key=20260707010002667
2026-07-08,"동국대, ‘청화 대종사 아카이브’ 구축한다 - 현대불교",현대불교,dongguk_core,기타,,,https://www.hyunbulnews.com/news/articleView.html?idxno=504217
2026-07-08,"동국대 WISE캠퍼스 학생들, 박열 의사 정신 되새겼다",경북일보,dongguk_core,기타,,,https://www.kyongbuk.co.kr/news/articleView.html?idxno=4077588
2026-07-08,"""절은 승려의 집, 교회는 신자의 공동체…국어사전 속 종교용어, 차별 ...",법보신문,buddhism,기타,,,https://www.beopbo.com/news/articleView.html?idxno=336481
2026-07-09,"대학 창업 ‘돈 가뭄’ 깬다…동국대기술지주, 40억원 규모 모태펀드 영토 확장 - 스마트경제",스마트경제,dongguk_core,기타,,,https://www.dailysmart.co.kr/news/articleView.html?idxno=126645
2026-07-09,동국대 WISE캠퍼스 베트남 고교 협력 교육 및 유학 간담회 개최 - 베리타스알파,베리타스알파,dongguk_core,기타,,,https://www.veritas-a.com/news/articleView.html?idxno=618477
2026-07-09,[MBC배] 패색 짙었던 동국대? 투지 놓지 않았던 김상윤! - v.daum.net,Daum | 바스켓코리아,dongguk_core,dongguk_general,,,https://v.daum.net/v/20260708190107084
2026-07-09,[대학 뉴스브리핑] 동국대·덕성여대·삼육대,아시아타임즈,education,기타,,,https://www.asiatime.co.kr/article/20260708500346
2026-07-09,"종교의 위기 시대, 불교는 어떻게 ‘힙한 불교’ 됐나",중앙일보,buddhism,buddhist_order,,,https://www.joongang.co.kr/article/25443402
2026-07-10,"동국대학교 WISE캠퍼스, 베트남 고교 협력 교육 및 유학 간담회 개최",경북도민일보,dongguk_core,기타,,,https://www.hidomin.com/news/articleView.html?idxno=712649
2026-07-10,[동국대학교 법무대학원 도시정비법무정책최고위과정 4·5기 학술세미나] 구룡마을 도시개발사업 현장 집중 탐방 - 고령자주택신문,고령자주택신문,dongguk_core,기타,,,https://www.elderlypress.co.kr/news/articleView.html?idxno=55542
2026-07-10,[ 제4회 명사초청강연회 개최 ] 동국대 도시정비법무정책최고위과정 - 한국도시환경헤럴드,한국도시환경헤럴드,dongguk_core,기타,,,http://www.kueherald.co.kr/news/articleViewAmp.html?idxno=58944
2026-07-10,동국대 WISE캠퍼스 경북환경보건센터 생활환경 대기질 측정 및 주민 건강모니터링 실시 - 베리타스알파,베리타스알파,dongguk_core,기타,,,https://www.veritas-a.com/news/articleView.html?idxno=618656
2026-07-10,"[MBC배] '윤준식 맹활약' 동국대, 극전 역전승! 혈투 끝에 대회 첫 승",ROOKIE,dongguk_core,기타,,,http://www.rookie.co.kr/news/articleView.html?idxno=124653
2026-07-10,파라미타 '제29회 전국연합캠프' 경주서 연다,불교신문,buddhism,기타,,,http://www.ibulgyo.com/news/articleView.html?idxno=440043
