기준일	포함여부	순번	섹션	언론사	제목	발행일시	URL	수집풀
2026-07-15	메일 제외	18	동국대 [법인/건학위]	국민일보	‘2026 안전보건공시제 대응방안 세미나’ 동국대서 열려 - 국민일보	2026-07-14 00:00:00+00:00	https://www.kmib.co.kr/article/view_amp.asp?arcid=0030105880	
2026-07-15	메일 제외	19	대학 [교육]	뉴시스	첨단분야 우수 연구원, 70세까지 국·공립대 강단 선다 - 뉴시스	2026-07-14 21:00:00+00:00	https://www.newsis.com/view/NISX20260714_0003709187	education
2026-07-15	메일 제외	20	대학 [교육]	와이드경제	대학 성적·구직 정보, 내가 원하는 곳으로 보낸다…마이데이터 실증 착...	2026-07-14 01:29:19+00:00	https://www.widedaily.com/news/articleView.html?idxno=297567	education
2026-07-15	메일 제외	21	대학 [교육]	데일리시큐	구직정보와 대학 성적도 전송 가능해진다…마이데이터 실증 본격화	2026-07-14 06:04:30+00:00	https://www.dailysecu.com/news/articleView.html?idxno=207598	education
2026-07-15	메일 제외	22	동국대 [법인/건학위]	위클리오늘	[위클리오늘] 경주시 오늘(7. 14)	2026-07-14 08:11:47+00:00	http://www.weeklytoday.com/news/articleView.html?idxno=785180	dongguk_core
2026-07-15	메일 제외	23	동국대 [법인/건학위]	경북일보	경주시, 2250억 원 추경 편성…민생경제·골목상권 회복에 집중	2026-07-14 08:12:58+00:00	https://www.kyongbuk.co.kr/news/articleView.html?idxno=4078289	dongguk_core
2026-07-15	메일 제외	24	동국대 [법인/건학위]	뉴스웍스	경주시, 2250억 규모 첫 추경 편성…민생경제·생활밀착사업 집중	2026-07-14 08:52:49+00:00	https://www.newsworks.co.kr/news/articleView.html?idxno=847211	dongguk_core
2026-07-15	메일 제외	25	동국대 [법인/건학위]	LG헬로비전	경주시, 2,250억 원 규모 첫 추경 편성… 민생경제·생활밀착사업 집중	2026-07-14 09:17:18+00:00	http://news.lghellovision.net/news/articleView.html?idxno=548423	dongguk_core
2026-07-15	메일 제외	26	동국대 [법인/건학위]	포항MBC	경주시 추가경정 예산안 2250억원 편성	2026-07-14 11:42:00+00:00	http://www.phmbc.co.kr/www/news/desk_news?idx=203543&mode=view	dongguk_core
2026-07-15	메일 제외	27	동국대 [법인/건학위]	대학저널	세종대-동국대, ‘지능IoT 공동학위’ 협약 - 대학저널	2026-07-14 06:03:57+00:00	https://dhnews.co.kr/news/view/1065591101606985	dongguk_core
2026-07-15	메일 제외	28	동국대 [법인/건학위]	더퍼블릭	동국대, 모의 서류평가 중심 교사연수 종료…전국 23개 지역 진행	2026-07-14 09:13:01+00:00	https://www.thepublic.kr/news/articleView.html?idxno=311287	dongguk_core
2026-07-15	메일 제외	29	동국대 [법인/건학위]	교수신문	세종대-동국대, 「지능IoT 공동학위」 협약 체결	2026-07-14 07:22:13+00:00	https://www.kyosu.net/news/articleView.html?idxno=207622	dongguk_core
2026-07-15	메일 제외	30	동국대 [법인/건학위]	중앙일보	세종대·동국대, 지능IoT 공동학위제 운영한다	2026-07-14 08:45:00+00:00	https://www.joongang.co.kr/article/25445034	dongguk_core
2026-07-15	메일 제외	31	동국대 [법인/건학위]	미래를 보는 창 - 전자신문	동국대 경영전문대학원, 제25기 핀테크·블록체인 융합 산업 최고위 과정 모집 - 전자신문	2026-07-14 01:03:15+00:00	https://www.etnews.com/20260714000161	dongguk_core
2026-07-15	메일 제외	32	동국대 [법인/건학위]	경기일보	‘민선 9기’ 민경선 고양특례시장의 최우선 과제는 ‘소통의 혁신’ [...	2026-07-14 08:00:00+00:00	https://www.kyeonggi.com/article/20260714580408	dongguk_core
2026-07-15	메일 제외	33	동국대 [법인/건학위]	월간노동법률	괴롭힘 ‘사각지대ㆍ허위 신고’ 문제 여전…“특별법 속도 내야” 목소...	2026-07-14 08:48:00+00:00	http://www.worklaw.co.kr/view/view.asp?accessSite=Naver&accessMethod=Search&accessMenu=News&in_cate=124&in_cate2=0&gopage=1&bi_pidx=39369	dongguk_core
2026-07-15	메일 제외	34	동국대 [법인/건학위]	노컷뉴스	"지역 정착형 인재 키운다"…동국대 WISE, 진로 프로그램 운영	2026-07-14 18:21:55.023000+00:00	https://www.nocutnews.co.kr/news/6548157?utm_source=naver&utm_medium=article&utm_campaign=20260714062225	
2026-07-15	메일 제외	35	동국대 [법인/건학위]	법보신문	한자경 명예교수, 국가 최고 학술기관 대한민국학술원 회원 선출	2026-07-14 07:44:02+00:00	https://www.beopbo.com/news/articleView.html?idxno=336602	dongguk_core
2026-07-15	메일 제외	36	동국대 [법인/건학위]	경북일보	베트남 고교생 70명, 동국대 WISE서 '경주 미래' 그렸다	2026-07-14 09:24:47+00:00	https://www.kyongbuk.co.kr/news/articleView.html?idxno=4078326	dongguk_core
2026-07-15	메일 제외	37	동국대 [법인/건학위]	동국대학교	제7회 서울국제명상엑스포, ‘2026 명상, 함께 깨어나다’ 개최	2026-07-14 15:00:00+00:00	https://www.dongguk.edu/article/SCHOOLEVENTS/detail/26765428	dongguk_core
2026-07-15	메일 제외	38	대학 [교육]	전남일보	'목포대 수용·순천대 거부'…전남 국립의대 통합안 무산	2026-07-14 00:21:03+00:00	https://www.jnilbo.com/news/articleView.html?idxno=90000049709	education
2026-07-15	메일 제외	39	동국대 [법인/건학위]	K스피릿	그래미‧아카데미 석권한 '케데헌', 그 힘의 뿌리 한국 고대사에 있다	2026-07-14 07:42:57+00:00	http://www.ikoreanspirit.com/news/articleView.html?idxno=86334	dongguk_core
2026-07-15	메일 제외	40	동국대 [법인/건학위]	천지일보	[기고] 원칙과 상식을 잃은 형사사법에 대하여	2026-07-14 13:12:08+00:00	https://www.newscj.com/news/articleView.html?idxno=3417052	dongguk_core
2026-07-15	메일 제외	41	동국대 [법인/건학위]	베리타스알파	세종대-동국대 '지능IoT 공동학위' 협약 체결.. '2027학년 시범 운영'	2026-07-14 06:48:23+00:00	https://www.veritas-a.com/news/articleView.html?idxno=619262	dongguk_core
2026-07-15	메일 제외	42	동국대 [법인/건학위]	경북신문	동국대 WISE캠퍼스, 지역 고교 베트남 유학생 대상 진로 멘토링 - 경북신문	2026-07-14 15:04:04+00:00	https://www.kbsm.net/news/view.php?idx=526775	
2026-07-15	메일 제외	43	동국대 [법인/건학위]	이뉴스투데이	동국대, 2026학년도 'Dream Workshop(교사연수)' 성황리 마무리	2026-07-14 01:05:00+00:00	http://www.enewstoday.co.kr/news/articleView.html?idxno=2448464	
2026-07-15	메일 제외	44	대학 [교육]	Daum | 뉴스1	개인정보 전송요구권 '고용·교육' 분야 확대…실증 사업 착수 - v.daum.net	2026-07-14 01:01:37+00:00	https://v.daum.net/v/20260714100137327?f=p	education
2026-07-15	메일 제외	45	대학 [교육]	Daum | 아시아경제	성적·입사지원 정보 원하는 곳으로 보낸다…마이데이터 실증 착수 - v.daum.net	2026-07-14 02:35:27+00:00	https://v.daum.net/v/20260714113527680?f=p	education
2026-07-15	메일 제외	46	대학 [교육]	뉴시스	대학 성적·구직 정보, 내가 원하는 곳으로 보낸다…마이데이터 실증 착수 - 뉴시스	2026-07-14 01:14:23+00:00	https://www.newsis.com/view/NISX20260714_0003708101	education
2026-07-15	메일 제외	47	불교 [종단]	ktv.go.kr	탑비와 벽화 등 국보·보물 보존처리 현장 대국민 공개	2026-07-14 07:40:00+00:00	https://www.ktv.go.kr/content/view?content_id=757909	buddhism
2026-07-15	메일 제외	48	동국대 [법인/건학위]	교수신문	대구한의대, 대구·경북 대학평생교육기관협의회 정기총회 개최…RISE 연...	2026-07-14 07:35:31+00:00	https://www.kyosu.net/news/articleView.html?idxno=207626	dongguk_core
2026-07-15	메일 제외	49	동국대 [법인/건학위]	대경일보	대구한의대, 대구·경북 대학평생교육기관협의회 정기총회	2026-07-14 07:00:51+00:00	https://www.dkilbo.com/news/articleView.html?idxno=548658	dongguk_core
2026-07-15	메일 제외	50	동국대 [법인/건학위]	Daum | 중앙일보	세종대·동국대, 지능IoT 공동학위제 운영한다 - v.daum.net	2026-07-14 08:47:07+00:00	https://v.daum.net/v/20260714174707242	dongguk_core
2026-07-15	메일 제외	51	동국대 [법인/건학위]	경북도민일보	동국대 WISE캠퍼스, 베트남 유학생 유치 확대 나서...지역 정주형 인재 ...	2026-07-14 08:14:31+00:00	https://www.hidomin.com/news/articleView.html?idxno=713278	dongguk_core
2026-07-15	메일 제외	52	동국대 [법인/건학위]	로이슈	동국대, 'Dream Workshop' 교사연수 마무리	2026-07-14 09:07:57+00:00	http://www.lawissue.co.kr/view.php?ud=202607141807249466f4ab64559d_12	dongguk_core
2026-07-15	메일 제외	53	동국대 [법인/건학위]	매일일보	동국대, 2026학년도 ‘Dream Workshop(교사연수)’ 성료 - 매일일보	2026-07-14 08:11:07+00:00	https://www.m-i.kr/news/articleView.html?idxno=1391525	dongguk_core
2026-07-15	메일 제외	54	동국대 [법인/건학위]	주간한국	동국대, 교사연수 'Dream Workshop' 마무리...전국 고교 교사 1900명 참여 - 주간한국	2026-07-14 01:56:32+00:00	https://weekly.hankooki.com/news/articleViewAmp.html?idxno=7174157	
2026-07-15	메일 제외	55	동국대 [법인/건학위]	교수신문	동국대 교사연수, 전국 1,900명 참여…실습 중심 프로그램 호평	2026-07-14 10:20:17+00:00	https://www.kyosu.net/news/articleView.html?idxno=207636	dongguk_core
2026-07-15	메일 제외	56	동국대 [법인/건학위]	서울파이낸스	동국대, 'Dream Workshop' 성료	2026-07-14 08:04:39+00:00	https://www.seoulfn.com/news/articleView.html?idxno=633370	dongguk_core
2026-07-15	메일 제외	57	동국대 [법인/건학위]	Unknown	세종대, 동국대와 지능IoT 공동학위 협약...국민연금공단 전문인력 양성...	2026-07-14 23:14:00+00:00	http://www.wsobi.com/news/articleView.html?idxno=315241	dongguk_core
2026-07-15	메일 제외	58	동국대 [법인/건학위]	불교신문	"정진을 계기로 삶에서 수행의 가치를 실천하라"	2026-07-14 05:27:56+00:00	http://www.ibulgyo.com/news/articleView.html?idxno=440143	dongguk_core
2026-07-15	메일 제외	59	불교 [종단]	여성경제신문	[김현주 더봄] 부처님 앞에서 위로와 사유를!	2026-07-14 01:00:00+00:00	https://www.womaneconomy.co.kr/news/articleView.html?idxno=256106	buddhism
2026-07-15	메일 제외	60	대학 [교육]	연합뉴스	전남광주 숙원 국립의대 신설, 지역·대학 이기주의가 막아	2026-07-14 07:22:47+00:00	https://www.yna.co.kr/view/AKR20260714132200054?input=1195m	education
2026-07-15	메일 제외	61	동국대 [법인/건학위]	Daum | 경북매일	“경주에서 배우고 정착한다”…동국대 WISE, 베트남 유학생 지원 - v.daum.net	2026-07-14 04:13:20+00:00	https://v.daum.net/v/20260714131320766	dongguk_core
2026-07-15	메일 제외	62	대학 [교육]	컨슈머타임스(Consumertimes)	수도권 취업률 1위의 비결…경복대, '2026 RISING DAY'서 미래 비전 제시	2026-07-14 21:26:00+00:00	https://www.cstimes.com/news/articleView.html?idxno=713462	education
2026-07-15	메일 제외	63	대학 [교육]	kwangju.co.kr	대전환기획위 “새 중재안 없다”…국립의대 통합신청 자율협의가 마지...	2026-07-14 03:14:00+00:00	http://www.kwangju.co.kr/article.php?aid=1783998660801235277	education
2026-07-15	메일 제외	64	대학 [교육]	KBS 뉴스	[전남광주 주간정치] 순천대, 절충안 ‘부동의’…향후 시나리오?	2026-07-14 10:16:00+00:00	https://news.kbs.co.kr/news/pc/view/view.do?ncd=8610548&ref=A	education
2026-07-15	메일 제외	65	동국대 [법인/건학위]	불교닷컴	종교와젠더연구소·아카데미 할미, '한반도 여성 건국신화' 강좌 개설	2026-07-14 12:34:40+00:00	http://www.bulkyo21.com/news/articleView.html?idxno=64569	dongguk_core
2026-07-15	메일 제외	66	동국대 [법인/건학위]	K스피릿	국악 공연의 다채로운 면모를 선보이다	2026-07-14 14:48:50+00:00	http://www.ikoreanspirit.com/news/articleView.html?idxno=86335	dongguk_core
2026-07-15	메일 제외	67	불교 [종단]	현대불교	정광고 진로박람회서 첫 '출가 홍보'…150명 발길	2026-07-14 04:36:56+00:00	https://www.hyunbulnews.com/news/articleView.html?idxno=504320	buddhism
2026-07-15	메일 제외	68	불교 [종단]	현대불교	불교중앙박물관, 청년 불교문화유산 교육 성료	2026-07-14 00:35:36+00:00	https://www.hyunbulnews.com/news/articleView.html?idxno=504316	buddhism
2026-07-15	메일 제외	69	불교 [종단]	불교IN	산사에서 만나는 불교영화 '세계일화국제불교영화제'' 개막 - 불교IN	2026-07-14 01:54:32+00:00	https://www.bulgyo-in.com/news/articleView.html?idxno=2871	buddhism
2026-07-15	메일 제외	70	불교 [종단]	연합뉴스	산사에서 만나는 불교영화…세계일화국제불교영화제 개막	2026-07-14 06:36:14+00:00	https://www.yna.co.kr/view/AKR20260714131700005	buddhism
2026-07-15	메일 제외	71	불교 [종단]	ㅍㅍㅅㅅ PPSS	세계일화국제불교영화제 개막...전국 사찰서 15개국 불교영화 상영	2026-07-14 10:40:00+00:00	https://www.ppss.kr/news/articleView.html?idxno=302091	buddhism
2026-07-15	메일 제외	72	불교 [종단]	불교방송	영화로 전하는 불교...2026 세계일화국제불교영화제 개막	2026-07-14 05:21:38+00:00	https://news.bbsi.co.kr/news/articleView.html?idxno=4094958	buddhism
2026-07-15	메일 제외	73	동국대 [법인/건학위]	헤럴드경제	5기 지역문화협력위 가동…청년 위원 확대	2026-07-14 06:57:43+00:00	https://biz.heraldcorp.com/article/10808641?ref=naver	dongguk_core
2026-07-15	메일 제외	74	불교 [종단]	BTN불교TV	종립 광주 정광고, '출가상담-명상' 부스에 150명 방문	2026-07-14 10:17:02+00:00	https://www.btnnews.tv/news/articleView.html?idxno=90873	buddhism
2026-07-15	메일 제외	75	동국대 [법인/건학위]	헤럴드경제	동국대 WISE캠퍼스, 지역 고교 베트남 유학생 대상 진로설명회·멘토링 개최 - 헤럴드경제	2026-07-14 01:35:32+00:00	https://biz.heraldcorp.com/article/10808008	dongguk_core
2026-07-15	메일 제외	76	동국대 [법인/건학위]	뉴시스	동국대, 고교 교사연수 프로그램 '드림 워크숍' 성료 - 뉴시스	2026-07-14 04:58:34+00:00	https://www.newsis.com/view/NISX20260714_0003708484	dongguk_core
2026-07-15	메일 제외	77	동국대 [법인/건학위]	Daum | 바스켓코리아	[MBC배] ‘디펜딩 챔피언’ 중앙대, 압도적 경기력으로 결승 진출...MBC배 2연패 도전 - v.daum.net	2026-07-14 08:38:09+00:00	https://v.daum.net/v/20260714173809875?f=p	dongguk_core
2026-07-15	메일 제외	78	동국대 [법인/건학위]	전북도민일보	'마당극의 거장' 김성녀, 국립민속국악원 7월 '다담' 함께한다	2026-07-14 08:09:06+00:00	http://www.domin.co.kr/news/articleView.html?idxno=1561844	dongguk_core
2026-07-15	메일 제외	79	동국대 [법인/건학위]	K스피릿	압구정안과의원, 재한 몽골인 '나담 축제' 현장에서 시력검사 의료봉사...	2026-07-14 07:50:32+00:00	http://www.ikoreanspirit.com/news/articleView.html?idxno=86332	dongguk_core
2026-07-15	메일 제외	80	동국대 [법인/건학위]	MK스포츠	유지태, 금수저 어린 시절→집안 기울어…“가난이라는 게 이런 거구나...	2026-07-14 10:13:00+00:00	https://www.mk.co.kr/article/12098618	dongguk_core
2026-07-15	메일 제외	81	동국대 [법인/건학위]	뉴시스	세종대-동국대, '지능IoT' 분야 공동학위 운영 맞손 - 뉴시스	2026-07-14 06:35:22+00:00	https://www.newsis.com/view/NISX20260714_0003708882	dongguk_core
2026-07-15	메일 제외	82	동국대 [법인/건학위]	베리타스알파	동국대 WISE캠퍼스 강성배 교수 한국상업경영학회 '우수논문발표상' 수상 - 베리타스알파	2026-07-14 03:28:41+00:00	https://www.veritas-a.com/news/articleView.html?idxno=619227	dongguk_core
2026-07-15	메일 제외	83	동국대 [법인/건학위]	불교방송	'최고 석학 전당' 대한민국학술원 신임회원에 황훈성 동국대 명예교수 ...	2026-07-14 07:21:06+00:00	https://news.bbsi.co.kr/news/articleView.html?idxno=4095049	dongguk_core
2026-07-15	메일 제외	84	동국대 [법인/건학위]	프라임경제	동국대 WISE캠퍼스, 베트남 인재 유치로 '글로컬 교육 거점' 우뚝	2026-07-14 00:14:00+00:00	http://www.newsprime.co.kr/news/article.html?no=740160	
2026-07-15	메일 제외	85	동국대 [법인/건학위]	현대불교	동국대 불교학술원, ‘2026 간화선 집중수행’ 성료 - 현대불교	2026-07-14 00:58:30+00:00	https://www.hyunbulnews.com/news/articleView.html?idxno=504318	
2026-07-15	메일 제외	86	동국대 [법인/건학위]	네이트 뉴스	동국대 WISE캠퍼스, 베트남 인재 유치로 '글로컬 교육 거점' 우뚝 - 네이트	2026-07-14 00:14:00+00:00	https://news.nate.com/view/20260714n06427	
2026-07-15	메일 제외	87	동국대 [법인/건학위]	BTN불교TV	대불련, 제2차 조직 리더 워크숍 개최	2026-07-14 07:26:58+00:00	https://www.btnnews.tv/news/articleView.html?idxno=90827	dongguk_core
2026-07-15	메일 제외	88	불교 [종단]	불교방송	서울 중구불교협의회, 동국대에 로터스관 건립기금 천만원 전달	2026-07-14 06:37:59+00:00	https://news.bbsi.co.kr/news/articleView.html?idxno=4095030	buddhism
2026-07-15	메일 제외	89	동국대 [법인/건학위]	경상매일신문	동국대 WISE캠, 베트남 유학생 진로 설계 - 경상매일신문	2026-07-14 02:50:39+00:00	https://www.ksmnews.co.kr/news/view.php?idx=613421	dongguk_core
2026-07-15	메일 제외	90	미분류	BTN불교TV	[기획 'AI 시대, 불교의 길' ②] 인공지능에게 물었다 "너는 마음이 있니...	2026-07-14 22:00:00+00:00	https://www.btnnews.tv/news/articleView.html?idxno=90868	
2026-07-15	메일 제외	91	동국대 [법인/건학위]	스타뉴스	'첫 번째 남자' 박건일 "동국대 수업서 만난 이효정 선배님, 바로 알아봐주셔" [인터뷰②] - starnewskorea.com	2026-07-14 22:00:00+00:00	https://www.starnewskorea.com/star/2026/07/15/2026071416472089135	dongguk_core
2026-07-15	메일 제외	92	불교 [종단]	법보신문	계룡대 홍제사에 선묵 혜자 스님 공덕비 세운다	2026-07-14 08:27:37+00:00	https://www.beopbo.com/news/articleView.html?idxno=336604	buddhism
2026-07-15	메일 제외	93	불교 [종단]	법보신문	대불련, 청년불자 위한 여름 축제 '영캠프' 개최	2026-07-14 08:33:29+00:00	https://www.beopbo.com/news/articleView.html?idxno=336603	buddhism
2026-07-15	메일 제외	94	불교 [종단]	불교닷컴	2026부산국제불교박람회 8월 6~9일 부산 벡스코	2026-07-14 12:39:00+00:00	http://www.bulkyo21.com/news/articleView.html?idxno=64570	buddhism
2026-07-15	메일 제외	95	불교 [종단]	불교닷컴	잿더미 진관사 일으킨 무위당 진관스님 10주기 엄수	2026-07-14 13:07:40+00:00	http://www.bulkyo21.com/news/articleView.html?idxno=64575	buddhism
2026-07-15	메일 제외	96	대학 [교육]	이뉴스투데이	경복대학교, '2026 RISING DAY 진학 지도 및 전공 탐색 교사 연수' 개최	2026-07-14 04:10:00+00:00	http://www.enewstoday.co.kr/news/articleView.html?idxno=2448638	education
