기준일	포함여부	순번	섹션	언론사	제목	발행일시	URL	수집풀
2026-07-21	메일 제외	26	동국대 [법인/건학위]	인천일보	보건의료노조 경기본부 총파업 가결…23일 의료기관 파업 예고	2026-07-20 07:33:00+00:00	https://www.incheonilbo.com/news/articleView.html?idxno=1327624	dongguk_core
2026-07-21	메일 제외	27	동국대 [법인/건학위]	Unknown	토크아이티, 섀도우 AI·LLM 입력 데이터 통제하는 DSPM 실전 전략 웨비...	2026-07-20 07:43:37+00:00	https://www.hellot.net/news/article.html?no=113864	dongguk_core
2026-07-21	메일 제외	28	동국대 [법인/건학위]	Unknown	[토큰금융, 한국은 어디에②] 글로벌은 RWA 경쟁…한국은 철수	2026-07-20 17:45:35+00:00	https://news.mtn.co.kr/news-detail/2026072016440199032	dongguk_core
2026-07-21	메일 제외	29	동국대 [법인/건학위]	경인일보	경기 의료기관 18곳 노조, 임단협 결렬땐 23일 총파업 예고	2026-07-20 11:09:16+00:00	https://www.kyeongin.com/article/1767611	dongguk_core
2026-07-21	메일 제외	30	동국대 [법인/건학위]	뉴시스	동국대, MBC·크라우드웍스와 'AI 인재 양성' 산학협력 맞손 - 뉴시스	2026-07-19 23:56:30+00:00	https://mobile.newsis.com/view_amp.html?ar_id=NISX20260720_0003714551	dongguk_core
2026-07-21	메일 제외	31	대학 [교육]	한국대학신문	‘교부금 개편’ 논의 중인 교육부 “대학 예산 늘어난다?… 계획 없다” - 한국대학신문	2026-07-20 06:02:41+00:00	https://news.unn.net	education
2026-07-21	메일 제외	32	동국대 [법인/건학위]	아시아경제	중국은 왜 개방형 AI를 선택했나…美는 닫고 中은 여는 '엇갈린 전략'	2026-07-20 07:53:56+00:00	https://view.asiae.co.kr/article/2026072016441788564	dongguk_core
2026-07-21	메일 제외	33	동국대 [법인/건학위]	세계일보	경기도형 한의약 재택돌봄 모델 뜬다	2026-07-20 20:30:46+00:00	https://www.segye.com/newsView/20260720522288?OutUrl=naver	dongguk_core
2026-07-21	메일 제외	34	동국대 [법인/건학위]	한국도시환경헤럴드	김덕기 동국대학교 법무대학원 교수, 「한국형 화이트존의 법적 과제와 개선 방향」 미래융합연구논문지 게재 - 한국도시환경헤럴드	2026-07-20 04:32:45+00:00	http://www.kueherald.co.kr/news/articleViewAmp.html?idxno=59007	dongguk_core
2026-07-21	메일 제외	35	동국대 [법인/건학위]	더퍼블릭	내신 4등급 이하도 ‘지원 전략’ 있다…동국대듀이카 입시설명회 - 더퍼블릭	2026-07-20 06:18:24+00:00	https://www.thepublic.kr/news/articleViewAmp.html?idxno=311776	dongguk_core
2026-07-21	메일 제외	36	동국대 [법인/건학위]	아시아타임즈	[대학 뉴스브리핑] 고려대·성균관대·동국대 - 아시아타임즈	2026-07-20 07:30:00+00:00	https://www.asiatime.co.kr/article/20260720500306	dongguk_core
2026-07-21	메일 제외	37	대학 [교육]	매일경제	“AI가 통역하는데 영어 왜 배우나”…中대학들, 영어 강의 축소 잇따라 - 매일경제	2026-07-20 06:06:12+00:00	https://www.mk.co.kr	education
2026-07-21	메일 제외	38	대학 [교육]	한국대학신문 - 411개 대학을 연결하는 '힘'	[2027 수시/전공 첨단화‧특성화] AI‧반도체‧바이오로 재편되는 대학 학과 지도 - 한국대학신문	2026-07-20 00:56:34+00:00	https://news.unn.net/news/articleView.html?idxno=594879	education
2026-07-21	메일 제외	39	동국대 [법인/건학위]	단비뉴스	청년들의 손으로 써내려간 기후위기 해법	2026-07-20 12:47:13+00:00	https://www.danbinews.com/news/articleView.html?idxno=33415	dongguk_core
2026-07-21	메일 제외	40	동국대 [법인/건학위]	동국대학교	기계로봇에너지공학과 임중연 교수팀, ‘멀티모달 AI 융합 자율주행 세미-휴머노이드 로봇 개발’ 공동연구 수행	2026-07-20 15:00:00+00:00	https://www.dongguk.edu/article/ACARESE/detail/26765486	dongguk_core
2026-07-21	메일 제외	41	대학 [교육]	한국대학신문 - 411개 대학을 연결하는 '힘'	[2027 수시] 수시 27만 7583명 선발… 전체의 80.3% ‘최고’, 지역의사제 490명 첫 모집 - 한국대학신문	2026-07-19 23:52:59+00:00	https://news.unn.net/news/articleView.html?idxno=594788	education
2026-07-21	메일 제외	42	동국대 [법인/건학위]	에듀진 인터넷 교육신문	2027 동국대 WISE 학생부종합 합격컷 및 경쟁률, 충원인원 - 에듀진 인터넷 교육신문	2026-07-20 05:47:03+00:00	https://www.edujin.co.kr/news/articleView.html?idxno=53524	dongguk_core
2026-07-21	메일 제외	43	동국대 [법인/건학위]	파이낸셜뉴스	극약 처방에 경찰 조직 '부글부글'..."핵심 없는 재탕·삼탕"	2026-07-20 07:53:49+00:00	http://www.fnnews.com/news/202607201010494821	dongguk_core
2026-07-21	메일 제외	44	동국대 [법인/건학위]	위클리오늘	[위클리오늘] 경기도, 지역사회 기반 '한의약 돌봄·재택의료 모델' 구축...	2026-07-20 07:50:49+00:00	http://www.weeklytoday.com/news/articleView.html?idxno=786097	dongguk_core
2026-07-21	메일 제외	45	동국대 [법인/건학위]	경북일보	K-푸드 시대, 미래식품산업 발전 전략 모색…2026 경북포럼 개최	2026-07-20 07:48:46+00:00	https://www.kyongbuk.co.kr/news/articleView.html?idxno=4078752	dongguk_core
2026-07-21	메일 제외	46	동국대 [법인/건학위]	천지일보	[아침논단] 헌법의 정신과 이념 및 가치	2026-07-20 09:09:13+00:00	https://www.newscj.com/news/articleView.html?idxno=3418380	dongguk_core
2026-07-21	메일 제외	47	대학 [교육]	Unknown	[한국기술교육대, 2027 수시 특집] 취업률 82.8% 전국 1위, AI로 학생 맞...	2026-07-20 05:40:55+00:00	https://dhnews.co.kr/news/view/1065591378220945	education
2026-07-21	메일 제외	48	대학 [교육]	교수신문	광양보건대 내달 31일 ‘폐교’…재적생 121명 특별편입 추진 - 교수신문	2026-07-20 03:02:16+00:00	https://www.kyosu.net/news/articleView.html?idxno=207809	education
2026-07-21	메일 제외	49	동국대 [법인/건학위]	충청일보	한글·활자·불교 품은 국보 '월인천강지곡', 세계유산 추진	2026-07-20 22:50:37+00:00	https://www.ccdailynews.com/news/articleView.html?idxno=2429095	dongguk_core
2026-07-21	메일 제외	50	동국대 [법인/건학위]	AI타임스	[게시판] 셀바스AI, 인천공항 안내로봇에 AI 음성기술 탑재 등 단신	2026-07-20 08:00:00+00:00	https://www.aitimes.com/news/articleView.html?idxno=212955	dongguk_core
2026-07-21	메일 제외	51	동국대 [법인/건학위]	미래를 보는 창 - 전자신문	크라우드웍스, 동국대·MBC와 피지컬 AI 인재 양성 협력 - 전자신문	2026-07-20 01:14:24+00:00	http://www.etnews.com/20260720000081	dongguk_core
2026-07-21	메일 제외	52	동국대 [법인/건학위]	머니투데이	[더벨]크라우드웍스, 동국대·MBC와 피지컬 AI 인재 양성 맞손 - 머니투데이 - 머니투데이	2026-07-19 23:54:13+00:00	https://www.mt.co.kr/amp/stock/2026/07/20/2026072008479626127	dongguk_core
2026-07-21	메일 제외	53	불교 [종단]	데일리스포츠한국	"오대산 자연명상 마을, K-명상 중심지로 부상"	2026-07-20 09:21:55+00:00	https://www.dailysportshankook.co.kr/news/articleView.html?idxno=431401	buddhism
2026-07-21	메일 제외	54	불교 [종단]	불교신문	해마다 수십만 명씩 산사의 숨결에 '매료'	2026-07-20 02:16:39+00:00	http://www.ibulgyo.com/news/articleView.html?idxno=440323	buddhism
2026-07-21	메일 제외	55	불교 [종단]	불교신문	'힙한 불교' 이끈 불교박람회…젊고 힘찬 불교 구현	2026-07-20 07:13:47+00:00	https://www.ibulgyo.com/news/articleView.html?idxno=440343	buddhism
2026-07-21	메일 제외	56	동국대 [법인/건학위]	스타뉴스	KBO 허구연 총재가 가장 놀란 '이 선수' 심지어 FA 도대체 얼마를 줘야 ...	2026-07-20 20:05:00+00:00	https://www.starnewskorea.com/sports/2026/07/21/2026072018392124408	dongguk_core
2026-07-21	메일 제외	57	동국대 [법인/건학위]	더퍼블릭	산학협력 기반 창업 지원 확대…동국대·고양산업진흥원 맞손	2026-07-20 09:30:09+00:00	https://www.thepublic.kr/news/articleView.html?idxno=311890	dongguk_core
2026-07-21	메일 제외	58	동국대 [법인/건학위]	네이트 뉴스	동국대, 고양산업진흥원과 '우수 창업기업 지원' 업무협약 - 네이트	2026-07-20 08:22:00+00:00	https://news.nate.com/view/20260720n28868	
2026-07-21	메일 제외	59	불교 [종단]	현대불교	직선제 추진본부 “총무원장 선거제도 개편 논의 환영” - 현대불교	2026-07-20 05:12:00+00:00	https://www.hyunbulnews.com	buddhism
2026-07-21	메일 제외	60	불교 [종단]	불교신문	'공교육'의 희망 선명상…전국 교육감들 '적극 반영' 의지	2026-07-20 00:09:26+00:00	http://www.ibulgyo.com/news/articleView.html?idxno=440300	buddhism
2026-07-21	메일 제외	61	동국대 [법인/건학위]	브레이크뉴스	12.3 기념일 지정과 '빛의 혁명'...역사의 사유화? 이재명의 오만?	2026-07-20 07:41:00+00:00	http://www.breaknews.com/1222800	dongguk_core
2026-07-21	메일 제외	62	동국대 [법인/건학위]	한의신문	“뇌파계 활용, 한의심리치료 과정의 이정표 기대” > 뉴스 - 한의신문	2026-07-20 07:02:55+00:00	https://www.akomnews.com/bbs/board.php?bo_table=news&wr_id=55375&sfl=wr_subject%7C%7Cwr_content&stx=%EB%8B%B4%EB%A7%88%EB%94%94%EB%B9%A0+%EC%8A%A4%EB%8B%98&sop=or&page=3&device=pc	dongguk_core
2026-07-21	메일 제외	63	불교 [종단]	불교신문	불교는 이제 청년들의 친구·국민적 '핫템'…미래는 '설렘'	2026-07-20 00:18:16+00:00	http://www.ibulgyo.com/news/articleView.html?idxno=440273	buddhism
2026-07-21	메일 제외	64	불교 [종단]	불교닷컴	종단협 “신천지 관련 HWPL 불교계 접근 주의” - 불교닷컴	2026-07-20 12:32:04+00:00	http://www.bulkyo21.com/news/articleView.html?idxno=64610	buddhism
2026-07-21	메일 제외	65	불교 [종단]	불교신문	“종단의 깨어있는 종책실현, 일선 사찰 포교저변 확대에 도움” - 불교신문	2026-07-20 09:02:08+00:00	http://www.ibulgyo.com/news/articleViewAmp.html?idxno=440352	buddhism
2026-07-21	메일 제외	66	불교 [종단]	불교신문	청년이 찾는 불교, 계속 지키려면	2026-07-19 23:35:32+00:00	http://www.ibulgyo.com/news/articleViewAmp.html?idxno=440294	buddhism
2026-07-21	메일 제외	67	동국대 [법인/건학위]	Unknown	인천일보, 제17대 대표이사에 김신호 선임	2026-07-20 09:58:00+00:00	https://www.kgnews.co.kr/news/article.html?no=904520	dongguk_core
2026-07-21	메일 제외	68	동국대 [법인/건학위]	경북신문	동국대학교 WISE캠퍼스 김주원 교수, 경상북도지사 표창 수상 - 경북신문	2026-07-20 15:47:49+00:00	https://www.kbsm.net/news/view.php?idx=527319	dongguk_core
2026-07-21	메일 제외	69	동국대 [법인/건학위]	대학저널	동국대 경기앵커사업단·고양산업진흥원, 업무협약 - 대학저널	2026-07-20 06:46:46+00:00	https://dhnews.co.kr/news/view/1065595530893203	dongguk_core
2026-07-21	메일 제외	70	동국대 [법인/건학위]	E동아	동국대 경기앵커사업단-고양산업진흥원, 업무협약 체결	2026-07-20 06:48:52+00:00	https://edu.donga.com/news/articleView.html?idxno=110099	
2026-07-21	메일 제외	71	동국대 [법인/건학위]	매일일보	동국대 경기앵커사업단-고양산업진흥원, 업무협약 체결	2026-07-20 07:45:16+00:00	https://www.m-i.kr/news/articleView.html?idxno=1393182	dongguk_core
2026-07-21	메일 제외	72	동국대 [법인/건학위]	비욘드포스트	동국대 경기앵커사업단-고양산업진흥원, '우수 창업기업 육성' MOU 체결 - 비욘드포스트	2026-07-20 06:39:41+00:00	https://www.beyondpost.co.kr/view.php?ud=20260720153735237792e75d13a3_30	dongguk_core
2026-07-21	메일 제외	73	동국대 [법인/건학위]	한국금융경제신문	동국대·고양산업진흥원, 창업 생태계 ‘맞손’…대학 연구력 및 지자체 인프라 결합 - 소년한국일보	2026-07-20 07:00:07+00:00	https://www.kfenews.co.kr/news/articleView.html?idxno=660716	dongguk_core
2026-07-21	메일 제외	74	동국대 [법인/건학위]	베리타스알파	동국대 경기앵커사업단-고양산업진흥원 창업기업 육성 협약.. '투자/보육 협력 강화' - 베리타스알파	2026-07-20 07:13:46+00:00	https://www.veritas-a.com/news/articleView.html?idxno=619868	dongguk_core
2026-07-21	메일 제외	75	동국대 [법인/건학위]	스마트경제	“경기북부 스타트업 대폭 띄운다”… 동국대-고양산업진흥원, 창업·투자 ‘맞손’ - 스마트경제	2026-07-20 05:45:01+00:00	http://www.dailysmart.co.kr/news/articleView.html?idxno=127100	dongguk_core
2026-07-21	메일 제외	76	동국대 [법인/건학위]	미래를 보는 창 - 전자신문	동국대 경기앵커사업단-고양산업진흥원, 업무협약 체결 - 전자신문	2026-07-20 06:33:03+00:00	https://www.etnews.com/20260720000328	dongguk_core
2026-07-21	메일 제외	77	동국대 [법인/건학위]	핀포인트뉴스	동국대 경기앵커사업단-고양산업진흥원, 창업기업 육성 위한 업무협약 체결 - 핀포인트뉴스	2026-07-20 06:11:18+00:00	https://www.pinpointnews.co.kr/news/articleViewAmp.html?idxno=469752	dongguk_core
2026-07-21	메일 제외	78	동국대 [법인/건학위]	이뉴스투데이	동국대 경기앵커사업단-고양산업진흥원, 창업기업 발굴·투자 활성화 맞손 - 이뉴스투데이	2026-07-20 06:25:10+00:00	http://www.enewstoday.co.kr/news/articleViewAmp.html?idxno=2450210	dongguk_core
2026-07-21	메일 제외	79	동국대 [법인/건학위]	불교신문	제7회 서울국제명상엑스포 8월 22일 개막	2026-07-20 10:32:04+00:00	http://www.ibulgyo.com/news/articleViewAmp.html?idxno=440356	dongguk_core
2026-07-21	메일 제외	80	불교 [종단]	전국매일신문 - 전국의 생생한 뉴스를 ‘한눈에’	강화군, 전등사 명부신앙 조명 기획전 개막	2026-07-20 04:21:21+00:00	https://www.jeonmae.co.kr/news/articleView.html?idxno=1275841	buddhism
2026-07-21	메일 제외	81	불교 [종단]	BTN불교TV	서울·경기남 불교합창단연합회 창립 27주년 기념식	2026-07-20 22:00:00+00:00	https://www.btnnews.tv/news/articleView.html?idxno=90935	buddhism
2026-07-21	메일 제외	82	동국대 [법인/건학위]	bntnews	'불꽃야구 2' 우천 취소 결방	2026-07-20 08:46:00+00:00	https://www.bntnews.co.kr/article/view/bnt202607200290	dongguk_core
2026-07-21	메일 제외	83	동국대 [법인/건학위]	한의신문	“보건소가 돌봄 허브로”…'경기도형 한의약 돌봄·재택의료 모델' 출...	2026-07-20 11:00:00+00:00	https://www.akomnews.com/bbs/board.php?bo_table=news&wr_id=67801	dongguk_core
2026-07-21	메일 제외	84	동국대 [법인/건학위]	마이데일리	"다닐 때마다 새롭네요"…한대화 전 감독이 본 유소년야구의 성장 "기본...	2026-07-20 09:28:00+00:00	https://www.mydaily.co.kr/page/view/2026072017405245363	dongguk_core
2026-07-21	메일 제외	85	동국대 [법인/건학위]	머니투데이	바이오솔루션, 전 국가대표 조성환 코치 앰버서더 위촉 "대중 소통 강화...	2026-07-20 23:14:44+00:00	https://www.mt.co.kr/stock/2026/07/21/2026072108070713114	dongguk_core
2026-07-21	메일 제외	86	미분류	우먼타임스	'아리랑, 실크로드를 만나다'...제8회 한·중앙아시아 친선의 날 개최	2026-07-20 07:19:02+00:00	https://www.womentimes.co.kr/news/articleView.html?idxno=104484	
2026-07-21	메일 제외	87	미분류	글로벌경제신문	한·중앙아 친선의 날 "아리랑, 실크로드를 만나다" 성료	2026-07-20 07:31:15+00:00	https://www.getnews.co.kr/news/articleView.html?idxno=875544	
2026-07-21	메일 제외	88	동국대 [법인/건학위]	아주경제	한국·중앙아시아, 아리랑으로 문화 교류 넓혔다	2026-07-20 07:39:14+00:00	https://www.ajunews.com/view/20260720163442208	dongguk_core
2026-07-21	메일 제외	89	불교 [종단]	불교신문	만해 스님 탄신 기념 ‘창작 시 공모전’ 연다 - 불교신문	2026-07-20 08:44:11+00:00	http://www.ibulgyo.com/news/articleView.html?idxno=440351	buddhism
2026-07-21	메일 제외	90	불교 [종단]	현대불교	수덕사, 베네수엘라 지진 피해 지원금 2000만원	2026-07-20 08:57:57+00:00	https://www.hyunbulnews.com/news/articleView.html?idxno=504408	buddhism
2026-07-21	메일 제외	91	동국대 [법인/건학위]	중부일보 - 경기·인천의 든든한 친구	[새얼굴] 인천일보, 제17대 대표이사에 김신호 선임	2026-07-20 08:28:00+00:00	https://www.joongboo.com/news/articleView.html?idxno=363731851	dongguk_core
2026-07-21	메일 제외	92	동국대 [법인/건학위]	인사이트	'아빠 어디가' 꼬마가 벌써 프로 무대에?... 이탁수가 연극 데뷔 현장에...	2026-07-20 08:15:07+00:00	https://www.insight.co.kr/news/563792	dongguk_core
2026-07-21	메일 제외	93	동국대 [법인/건학위]	불교닷컴	불교평론, 23일 142회 열린논단	2026-07-20 08:57:00+00:00	http://www.bulkyo21.com/news/articleView.html?idxno=64608	dongguk_core
2026-07-21	메일 제외	94	동국대 [법인/건학위]	스포츠동아	김성근도 긴장할 빅매치…불꽃 파이터즈, 동국대와 격돌 (불꽃야구) - 스포츠동아	2026-07-20 00:07:21+00:00	https://sports.donga.com/ent/article/all/20260720/134326009/1	dongguk_core
2026-07-21	메일 제외	95	동국대 [법인/건학위]	국제뉴스	'불꽃야구2' 파이터즈vs동국대 특집 생중계 일정 공개	2026-07-20 15:13:00+00:00	https://www.gukjenews.com/news/articleView.html?idxno=3641083	dongguk_core
2026-07-21	메일 제외	96	동국대 [법인/건학위]	Daum | 마이데일리	생중계만 하면 이긴다…불꽃 파이터즈, 동국대 상대로 4연승 도전 - v.daum.net	2026-07-20 05:55:28+00:00	https://v.daum.net/v/Baz0mP4qOu	dongguk_core
2026-07-21	메일 제외	97	불교 [종단]	불교신문	‘공교육’의 희망 선명상…전국 교육감들 ‘적극 반영’ 의지 | - 불교신문	2026-07-20 00:50:10+00:00	http://www.ibulgyo.com	buddhism
2026-07-21	메일 제외	98	동국대 [법인/건학위]	마이데일리	생중계만 하면 이긴다…불꽃 파이터즈, 동국대 상대로 4연승 도전 - 마이데일리	2026-07-20 05:54:23+00:00	https://www.mydaily.co.kr/page/view/2026072014154437011	dongguk_core
2026-07-21	메일 제외	99	동국대 [법인/건학위]	Daum | 스포츠경향	‘불꽃야구 생중계’ 프로 1384승vs대학 100승, 명장열전 - v.daum.net	2026-07-20 05:40:43+00:00	https://v.daum.net/v/YFP4pmDgFC?f=p	dongguk_core
2026-07-21	메일 제외	100	동국대 [법인/건학위]	bntnews	‘불꽃야구2’ 동국대전 생중계 - bntnews.co.kr	2026-07-20 00:16:01+00:00	https://www.bntnews.co.kr/article/view/bnt202607200120	dongguk_core
2026-07-21	메일 제외	101	동국대 [법인/건학위]	스포츠경향	‘불꽃야구 생중계’ 프로 1384승vs대학 100승, 명장열전 - 스포츠경향	2026-07-20 05:37:00+00:00	https://sports.khan.co.kr/article/202607201437003/amp	dongguk_core
2026-07-21	메일 제외	102	동국대 [법인/건학위]	스포츠동아	‘야신’ 김성근 vs 100승 명장 이건열…‘불꽃야구’ 빅매치 성사 - 스포츠동아	2026-07-20 05:31:25+00:00	https://sports.donga.com/ent/article/all/20260720/134328134/1	dongguk_core
2026-07-21	메일 제외	103	대학 [교육]	Unknown	[호서대, 2027 수시 특집] 세상을 앞서가는 실력 생각이 현실이 되는 대...	2026-07-20 04:21:59+00:00	https://dhnews.co.kr/news/view/1065586601028607	education
2026-07-21	메일 제외	104	대학 [교육]	한국대학신문 - 411개 대학을 연결하는 '힘'	[2027 수시/기숙사지원제도] 원룸 계약하기 전이라고요?… 대학생 공공...	2026-07-20 00:55:00+00:00	https://news.unn.net/news/articleView.html?idxno=594851	education
2026-07-21	메일 제외	105	동국대 [법인/건학위]	tvdaily.co.kr	이종혁, 연극 무대 데뷔한 子에 감격 "멋지게 성장하길" [★한컷]	2026-07-20 17:39:40+00:00	http://www.tvdaily.co.kr/read.php3?aid=17845367801794446002	dongguk_core
2026-07-21	메일 제외	106	동국대 [법인/건학위]	뉴스1	뉴스1 김기남·허경·김진환·이호윤 기자, 이달의 보도사진상 수상	2026-07-20 09:15:33+00:00	https://www.news1.kr/society/general-society/6233298	dongguk_core
2026-07-21	메일 제외	107	동국대 [법인/건학위]	bntnews	‘아빠 어디가’ 이종혁 아들 이탁수, 어느새 배우 데뷔	2026-07-20 09:02:00+00:00	https://www.bntnews.co.kr/article/view/bnt202607200277	dongguk_core
2026-07-21	메일 제외	108	동국대 [법인/건학위]	MK스포츠	‘아빠! 어디가?’ 그 탁수 맞아?…프로 무대 선 이탁수, 아빠도 “탁수...	2026-07-20 11:50:00+00:00	https://www.mk.co.kr/article/12102780	dongguk_core
2026-07-21	메일 제외	109	동국대 [법인/건학위]	국제뉴스	'불꽃야구' 시즌2 오늘(20일) 결방이유는?	2026-07-20 10:19:03+00:00	https://www.gukjenews.com/news/articleView.html?idxno=3640944	dongguk_core
2026-07-21	메일 제외	110	동국대 [법인/건학위]	파이낸셜뉴스	바이오솔루션, 축구 국가대표 수비수 출신 조성환 코치 공식 앰버서더 ...	2026-07-20 23:24:40+00:00	http://www.fnnews.com/news/202607210821313493	dongguk_core
