기준일	포함여부	순번	섹션	언론사	제목	발행일시	URL	수집풀
2026-07-16	메일 제외	22	동국대 [법인/건학위]	이뉴스투데이	"목마르다고 소금물 마실텐가"···청년·전세대출 완화 놓고 격론 벌어...	2026-07-15 08:35:00+00:00	http://www.enewstoday.co.kr/news/articleView.html?idxno=2449289	dongguk_core
2026-07-16	메일 제외	23	동국대 [법인/건학위]	이투데이	대출규제 풀 ‘실수요자’ 누구?…청년·무주택자 기준 놓고 갑론을박	2026-07-15 08:46:00+00:00	https://www.etoday.co.kr/news/view/2604204	dongguk_core
2026-07-16	메일 제외	24	동국대 [법인/건학위]	한겨레	주택금융 난상토론…청년 대출규제·재개발 이주비 설전	2026-07-15 08:43:00+00:00	https://www.hani.co.kr/arti/economy/finance/1268424.html	dongguk_core
2026-07-16	메일 제외	25	동국대 [법인/건학위]	전자신문	동국대 경영전문대학원이 제25기 핀테크, 블록체인, 디지털자산전략 최고위과정을 모집한다. - 전자신문	2026-07-15 12:34:58+00:00	https://www.etnews.com/tools/image_popup.html?v=bjQ5VkNYY2dLZTZMZFBUbmNzandvWmpGcjBTK1pHYm1CUVRXR0pTMldlYVZkdE5JeGJVUFVVNURJN04rbmhKTTFLSjZwUHVPVlFISmthd2FpNk1kN0taRjM4RVhrOHVBOHRqS2ttQUZ5Zi9SUzdydjh5Q1FTNE83b3Ywc2JTYVlsZ2ZPS09Ma2ZQdCtWRXFpN3o5bHpKRGVXbXloSmlUNUZPQ2NlOENPaksrRGxIaGw1MStwZkNjQmhMVXU4aTErVUlqNVIvMVhEOXpnakxnZzdZd1k0ZlNUSTQzY1VkQ09Rd3E5bDF0dzNqTE5OaUJsVzZabWRhY1pZVXNKSlFIZENYM1V0R3llY1JWR0lCRkROTXN6b0dSeFI4NWRlTEIwZWVWUzU0V1EzcmdXZFBZOW50cjdxWDVBSTBOQjBtRjQ1aUMyMkNka3ovTERZQmt2TXJFN2tjU1Y2bzA4aDdlUlF5M2YyaDB5aTBFODBwMG9yNlNTWjBXelZMKysvWkczK2F6SmEyaWcyQ0d6U3pPOUF4VE1jRXM5OWdNekhpYXgvZ2hBODNQL09XN1NkWDJjYmJlSyt2bFJwSHF6czA5QjNRUm5PNG52Y042WmVMMW9xakJIMnBKNkJ1R2d1SlhrZnhjcDFoQUhlMThOOS9rblN1ZklrdmM3ajBIVXQvZWE	dongguk_core
2026-07-16	메일 제외	26	불교 [종단]	법보신문	국어사전 '종교 편향' 바로잡는다…국립국어원, 전수 검토 수용	2026-07-15 09:29:38+00:00	https://www.beopbo.com/news/articleView.html?idxno=336619	buddhism
2026-07-16	메일 제외	27	동국대 [법인/건학위]	비즈니스포스트	금융위원장 이억원 가계부채 규제 강화 밀고 간다, 실수요자 대출절벽 ...	2026-07-15 08:21:11+00:00	https://www.businesspost.co.kr/BP?command=article_view&num=442447	dongguk_core
2026-07-16	메일 제외	28	동국대 [법인/건학위]	주간한국	청년 대출 풀까, 집값 불쏘시개 될까…부동산 금융 해법 격돌	2026-07-15 09:54:14+00:00	https://weekly.hankooki.com/news/articleView.html?idxno=7174471	dongguk_core
2026-07-16	메일 제외	29	동국대 [법인/건학위]	연합뉴스	"공급차질"vs"소수특혜"…이주비부터 청년·전세대출 갑론을박	2026-07-15 10:37:15+00:00	https://www.yna.co.kr/view/AKR20260715171000002?input=1195m	dongguk_core
2026-07-16	메일 제외	30	동국대 [법인/건학위]	연합뉴스TV	전세대출·총량규제…부동산 금융 해법 '갑론을박'	2026-07-15 14:03:14+00:00	http://www.yonhapnewstv.co.kr/news/MYH20260715230313g5l	dongguk_core
2026-07-16	메일 제외	31	동국대 [법인/건학위]	에너지경제신문	청년대출부터 거시건전성 부담금까지…부동산 금융정책 4대 쟁점 ‘격론...	2026-07-15 10:50:00+00:00	https://www.ekn.kr/web/view.php?key=20260715023272877	dongguk_core
2026-07-16	메일 제외	32	동국대 [법인/건학위]	세계일보	실수요자 전세 대출 완화 놓고 갑론을박 ‘팽팽’	2026-07-15 11:23:00+00:00	https://www.segye.com/newsView/20260715519604?OutUrl=naver	dongguk_core
2026-07-16	메일 제외	33	동국대 [법인/건학위]	세계일보	청년 주거 사다리냐 집값 자극이냐... 주택금융 토론회서 ‘갑론을박’	2026-07-15 11:14:58+00:00	https://www.segye.com/newsView/20260715522972?OutUrl=naver	dongguk_core
2026-07-16	메일 제외	34	동국대 [법인/건학위]	경향신문	“청년 대출 풀면 집값만 오른다” vs “규제가 주거 사다리 끊었다”…...	2026-07-15 09:43:00+00:00	https://www.khan.co.kr/article/202607152131005	dongguk_core
2026-07-16	메일 제외	35	동국대 [법인/건학위]	서울파이낸스	"청년 대출 풀자" vs "집값 오른다"···부동산 금융정책 '갑론을박'	2026-07-15 11:35:32+00:00	https://www.seoulfn.com/news/articleView.html?idxno=633481	dongguk_core
2026-07-16	메일 제외	36	동국대 [법인/건학위]	YTN	"청년 지원" vs "집값 상승"...실수요자 정의 지적도	2026-07-15 14:04:00+00:00	https://www.ytn.co.kr/_ln/0102_202607152304376986	dongguk_core
2026-07-16	메일 제외	37	동국대 [법인/건학위]	ER 이코노믹리뷰	"대출 풀어야" vs "집값 오른다"…금융위 부동산 토론회서 격론	2026-07-15 14:24:10+00:00	https://www.econovill.com/news/articleView.html?idxno=745346	dongguk_core
2026-07-16	메일 제외	38	동국대 [법인/건학위]	KBS 뉴스	부동산 공개 토론회 둘째날…“실수요 대출 풀어야” vs “집값 자극”	2026-07-15 12:33:00+00:00	https://news.kbs.co.kr/news/pc/view/view.do?ncd=8612145&ref=A	dongguk_core
2026-07-16	메일 제외	39	동국대 [법인/건학위]	중앙일보	‘고가주택’ 대출에 추가 부담?...'건전성 부담금' 새 규제카드 나오나	2026-07-15 09:23:24+00:00	https://www.joongang.co.kr/article/25445372	dongguk_core
2026-07-16	메일 제외	40	불교 [종단]	경남매일	"인도·김해 2000년 우정으로 문화·경제 교류 넓혀야죠"	2026-07-15 12:01:00+00:00	http://www.gnmaeil.com/news/articleView.html?idxno=590886	buddhism
2026-07-16	메일 제외	41	불교 [종단]	법보신문	버려질 뻔한 부석사 청동상 2점, 60여 년 만에 제자리로	2026-07-15 10:21:12+00:00	https://www.beopbo.com/news/articleView.html?idxno=336621	buddhism
2026-07-16	메일 제외	42	동국대 [법인/건학위]	파이낸셜뉴스	"주택 실수요자 재정의할 때… 대출 규제 완화엔 신중을"	2026-07-15 09:19:06+00:00	http://www.fnnews.com/news/202607151818178008	dongguk_core
2026-07-16	메일 제외	43	동국대 [법인/건학위]	파이낸셜뉴스	"청년 대출·이주비 풀자" vs "집값 자극"...부동산 금융정책 격론	2026-07-15 09:17:55+00:00	http://www.fnnews.com/news/202607151738323122	dongguk_core
2026-07-16	메일 제외	44	동국대 [법인/건학위]	쿠키뉴스	‘청년 대출’ 격론…“주거사다리” vs “빚만 쌓인다” [부동산 금융...	2026-07-15 09:36:00+00:00	https://www.kukinews.com/article/view/kuk202607150163	dongguk_core
2026-07-16	메일 제외	45	동국대 [법인/건학위]	뉴시스	"청년 대출 풀자" vs "집값만 오른다"…금융위 부동산 토론회서 '갑론을...	2026-07-15 09:16:27+00:00	https://www.newsis.com/view/NISX20260715_0003711076	dongguk_core
2026-07-16	메일 제외	46	동국대 [법인/건학위]	벤처스퀘어	‘AC 등록 10년’ 돌아본다… 액셀러레이터 생존전략 해법 찾는 정책세...	2026-07-15 05:45:39+00:00	https://www.venturesquare.net/1098939/	dongguk_core
2026-07-16	메일 제외	47	동국대 [법인/건학위]	Daum | 매일경제	세종대-동국대, 지능 IoT 공동학위 협약 체결 - v.daum.net	2026-07-15 06:06:03+00:00	https://v.daum.net/v/20260715150603107?f=p	dongguk_core
2026-07-16	메일 제외	48	미분류	시사위크	선관위 개혁 우선순위 '개헌 최소, 입법 최대'	2026-07-15 03:20:40+00:00	https://www.sisaweek.com/news/articleView.html?idxno=236700	
2026-07-16	메일 제외	49	동국대 [법인/건학위]	스마트경제	"세종대·동국대 어디서 배워도 한 식구"…'지능IoT 공동학위' 벽 허문다	2026-07-15 05:30:34+00:00	http://www.dailysmart.co.kr/news/articleView.html?idxno=126953	dongguk_core
2026-07-16	메일 제외	50	동국대 [법인/건학위]	스마트경제	"세종대·동국대 어디서 배워도 한 식구"…'지능IoT 공동학위' 벽 허문다 - 스마트경제	2026-07-15 05:30:34+00:00	https://www.dailysmart.co.kr/news/articleView.html?idxno=126953	
2026-07-16	메일 제외	51	불교 [종단]	현대불교	사찰 정보들 '한눈에'…불교포털 '절로' 오픈	2026-07-15 06:03:10+00:00	https://www.hyunbulnews.com/news/articleView.html?idxno=504341	buddhism
2026-07-16	메일 제외	52	동국대 [법인/건학위]	매일경제	[기고] 가상자산 손발 묶는 '이중잣대 규제'	2026-07-15 08:30:19+00:00	https://www.mk.co.kr/article/12099425	dongguk_core
2026-07-16	메일 제외	53	동국대 [법인/건학위]	MBN	"소금물 마시는 격" "청년들은 불평등" 대출 토론 갑론을박	2026-07-15 10:00:00+00:00	http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=5206169	dongguk_core
2026-07-16	메일 제외	54	동국대 [법인/건학위]	비즈니스워치	"가계대출 총량규제 풀어달라"…한 주택판매업자의 하소연	2026-07-15 10:59:03+00:00	https://news.bizwatch.co.kr/article/finance/2026/07/15/0040	dongguk_core
2026-07-16	메일 제외	55	동국대 [법인/건학위]	리버럴미디어	고양산업진흥원-동국대학교 경기앵커사업단, 스타트업 성장 지원 업무협약 체결 - 리버럴미디어	2026-07-15 05:30:26+00:00	https://liberalmedia.co.kr/news/article.html?no=367854	dongguk_core
2026-07-16	메일 제외	56	불교 [종단]	현대불교	[2026 부산불교박람회] '힙'해진 불교, 부산 찾는다 - 현대불교	2026-07-15 05:53:31+00:00	https://www.hyunbulnews.com/news/articleView.html?idxno=504339	buddhism
2026-07-16	메일 제외	57	불교 [종단]	불교방송	더 젊고 역동적으로 찾아오는 '2026부산국제불교박람회'... 8월 6일 개막	2026-07-15 07:11:04+00:00	https://news.bbsi.co.kr/news/articleView.html?idxno=4095290	buddhism
2026-07-16	메일 제외	58	동국대 [법인/건학위]	한국대학신문 - 411개 대학을 연결하는 '힘'	[2027 수시/동국대 WISE캠퍼스] AI·모듈형 교육으로 미래 설계하는 글로컬 인재 양성 대학 - 한국대학신문	2026-07-15 01:50:00+00:00	https://news.unn.net/news/articleView.html?idxno=594562	dongguk_core
2026-07-16	메일 제외	59	대학 [교육]	Daum | KBS	지역 숙원 ‘국립의대 신설’ 흔들리나…“반전 기대” - v.daum.net	2026-07-15 00:28:13+00:00	https://v.daum.net/v/20260715092813361	education
2026-07-16	메일 제외	60	동국대 [법인/건학위]	불교닷컴	11개국 명상과 함께 '기술과학시대 선명상' 길찾기	2026-07-15 00:52:01+00:00	http://www.bulkyo21.com/news/articleView.html?idxno=64581	dongguk_core
2026-07-16	메일 제외	61	대학 [교육]	에너지경제신문	[패트롤]영천시-칠곡군-달서구-영진전문대-경북문화관광공사-대구가톨...	2026-07-15 11:05:06+00:00	https://www.ekn.kr/web/view.php?key=20260715020452591	education
2026-07-16	메일 제외	62	동국대 [법인/건학위]	이데일리	고기복 경기대 신임 총장 “흔들기 멈춰야…임용취소 땐 위법”	2026-07-15 09:07:07+00:00	https://www.edaily.co.kr/news/newspath.asp?newsid=05385766645514848	dongguk_core
2026-07-16	메일 제외	63	동국대 [법인/건학위]	문화일보	세종대·동국대, ‘지능 IoT’ 융합인재 양성 위해 공동학위제 운영 협...	2026-07-15 06:42:42+00:00	https://www.munhwa.com/article/11602920?ref=naver	
2026-07-16	메일 제외	64	동국대 [법인/건학위]	현대불교	서울국제명상엑스포, 더 풍성해져 돌아왔다	2026-07-15 08:10:27+00:00	https://www.hyunbulnews.com/news/articleView.html?idxno=504343	dongguk_core
2026-07-16	메일 제외	65	대학 [교육]	한국대학신문 - 411개 대학을 연결하는 '힘'	[2027 수시/서울시립대학교] '서울이 만들고 서울이 키우는 대학', AI 대...	2026-07-15 01:45:00+00:00	https://news.unn.net/news/articleView.html?idxno=594561	education
2026-07-16	메일 제외	66	대학 [교육]	한국대학신문 - 411개 대학을 연결하는 '힘'	[2027 수시/호서대학교] 세상을 앞서가는 실력, 생각이 현실이 되는 대학	2026-07-15 07:37:00+00:00	https://news.unn.net/news/articleView.html?idxno=594507	education
2026-07-16	메일 제외	67	동국대 [법인/건학위]	Unknown	[2026 C포럼] 윤재웅 동국대 총장 “창업 생태계 만드는 대학으로 전환...	2026-07-15 06:10:00+00:00	https://biz.chosun.com/industry/business-venture/2026/07/15/5AHD66X4ENCB5O32SD3ZBNNXVI/?utm_source=naver&utm_medium=original&utm_campaign=biz	dongguk_core
2026-07-16	메일 제외	68	대학 [교육]	한국대학신문 - 411개 대학을 연결하는 '힘'	"평가보다 혁신에 집중하게 해달라"… 재정 확대·평가체계 개선 한목소...	2026-07-15 12:04:51+00:00	https://news.unn.net/news/articleView.html?idxno=594853	education
2026-07-16	메일 제외	69	미분류	불교닷컴	"출가도 하나의 진로" 광주 정광고 상담부스 인기	2026-07-15 00:24:00+00:00	http://www.bulkyo21.com/news/articleView.html?idxno=64578	
2026-07-16	메일 제외	70	불교 [종단]	불교신문	"색즉시공? 이젠 부산 벡스코에서 '공놀이'로 깨닫는다"	2026-07-15 13:45:23+00:00	http://www.ibulgyo.com/news/articleView.html?idxno=440198	buddhism
2026-07-16	메일 제외	71	동국대 [법인/건학위]	스포츠서울	‘동국대 앙졸라’에서 긴 공백까지…유태율, ‘재데뷔’라고 부르는 이...	2026-07-15 21:09:00+00:00	https://www.sportsseoul.com/news/read/1622757?ref=naver	
2026-07-16	메일 제외	72	불교 [종단]	불교신문	한국 선불교 정맥 이은 수행자의 표상…근일대종사 적멸의 세계로	2026-07-15 04:22:35+00:00	http://www.ibulgyo.com/news/articleView.html?idxno=440167	buddhism
2026-07-16	메일 제외	73	불교 [종단]	현대불교	"무생락 누리소서"…현봉당 근일 대종사 영결식 엄수	2026-07-15 05:18:52+00:00	https://www.hyunbulnews.com/news/articleView.html?idxno=504335	buddhism
2026-07-16	메일 제외	74	불교 [종단]	법보신문	"근일 대종사시여, 중생의 마음마다 모두 연꽃이 만개하게 하소서"	2026-07-15 09:29:38+00:00	https://www.beopbo.com/news/articleView.html?idxno=336620	buddhism
2026-07-16	메일 제외	75	대학 [교육]	한국대학신문 - 411개 대학을 연결하는 '힘'	[2027 수시/대구가톨릭대학교] AI·로봇 교육, 지역혁신으로 미래 경쟁력 강화 - 한국대학신문	2026-07-15 08:05:00+00:00	https://news.unn.net/news/articleView.html?idxno=594621	education
2026-07-16	메일 제외	76	동국대 [법인/건학위]	법보신문	손묘경 힙부즈 대표, 동국대 일산병원에 보시 - 법보신문	2026-07-15 07:47:41+00:00	https://www.beopbo.com/news/articleView.html?idxno=336617	dongguk_core
2026-07-16	메일 제외	77	동국대 [법인/건학위]	현대불교	힙부즈 손묘경 대표, 동국대일산병원 발전기금 보시	2026-07-15 05:59:45+00:00	https://www.hyunbulnews.com/news/articleView.html?idxno=504340	
2026-07-16	메일 제외	78	동국대 [법인/건학위]	한국경제	"사퇴하라" 요구에…'성비위 의혹' 경기대 총장 "난 무죄" 반박	2026-07-15 09:04:26+00:00	https://www.hankyung.com/article/2026071575377	dongguk_core
2026-07-16	메일 제외	79	동국대 [법인/건학위]	MBN	고기복 경기대 신임 총장 "흔들기 멈춰야…임용취소 땐 위법"	2026-07-15 12:13:00+00:00	http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00009&news_seq_no=5206209	dongguk_core
2026-07-16	메일 제외	80	동국대 [법인/건학위]	파이낸셜뉴스	지금도 年 100만건 넘는데… 경찰 '모든 수사' 감당할 수 있나 [기로에 ...	2026-07-15 09:39:11+00:00	http://www.fnnews.com/news/202607151838238311	dongguk_core
2026-07-16	메일 제외	81	동국대 [법인/건학위]	ㅍㅍㅅㅅ PPSS	"북한에도 헌팅포차 있나요?", 탈북민 숏폼에 쏠린 관심	2026-07-15 10:30:00+00:00	https://www.ppss.kr/news/articleView.html?idxno=302250	dongguk_core
2026-07-16	메일 제외	82	동국대 [법인/건학위]	대구신문	상주적십자병원, 공공의료 현장실습	2026-07-15 12:17:31+00:00	https://www.idaegu.co.kr/news/articleView.html?idxno=553975	dongguk_core
2026-07-16	메일 제외	83	동국대 [법인/건학위]	매일경제	세종대-동국대, 지능 IoT 공동학위 협약 체결 - 매일경제	2026-07-15 06:04:21+00:00	https://www.mk.co.kr/news/business/12099236	dongguk_core
2026-07-16	메일 제외	84	동국대 [법인/건학위]	코리아투데이뉴스	안동시, 동국대 의과대학생 대상 공공의료 현장실습 지원 - 코리아투데이뉴스	2026-07-15 01:53:00+00:00	https://www.ktnnews.co.kr/121923	dongguk_core
