기준일	포함여부	순번	섹션	언론사	제목	발행일시	URL	수집풀
2026-07-13	메일 제외	22	동국대 [법인/건학위]	대구신문	영양 멸종위기종복원센터 직원 교육	2026-07-12 12:23:12+00:00	https://www.idaegu.co.kr/news/articleView.html?idxno=553643	dongguk_core
2026-07-13	메일 제외	23	동국대 [법인/건학위]	(주) 서울경제티브이	영천시, 제27회 전국남여종별세팍타크로대회 개최	2026-07-12 02:00:00+00:00	https://www.sentv.co.kr/article/view/sentv202607120016	dongguk_core
2026-07-13	메일 제외	24	불교 [종단]	현대불교	진관 스님 10주기 부도탑 제막…"거룩한 원력 잇겠습니다"	2026-07-12 09:52:32+00:00	https://www.hyunbulnews.com/news/articleView.html?idxno=504291	buddhism
2026-07-13	메일 제외	25	동국대 [법인/건학위]	Unknown	3점슛 10.7개 넣던 한양대, 꼭 이겨야 하는 경기서 2개로 침묵	2026-07-12 00:34:00+00:00	https://m.sports.naver.com/basketball/article/065/0000299602	dongguk_core
2026-07-13	메일 제외	26	동국대 [법인/건학위]	Unknown	고려-중앙 4강 직행, 경희 vs. 건국 성균관 vs. 동국 6강 격돌	2026-07-12 02:12:00+00:00	https://m.sports.naver.com/basketball/article/065/0000299606	dongguk_core
2026-07-13	메일 제외	27	동국대 [법인/건학위]	울산신문	박승정 교수, 대한민국학술원 회원 선출	2026-07-12 11:10:00+00:00	https://www.ulsanpress.net/news/articleView.html?idxno=578965	dongguk_core
2026-07-13	메일 제외	28	동국대 [법인/건학위]	국제뉴스	[태백산기] 한남대, 7골 난타전 끝에 중원대 꺾고 정상 잰걸음...홍익대...	2026-07-12 00:52:39+00:00	https://www.gukjenews.com/news/articleView.html?idxno=3633331	dongguk_core
2026-07-13	메일 제외	29	동국대 [법인/건학위]	국제뉴스	'다채로운 무대, 청소년의 성장' 2026 문화페스티벌 성황리 개최	2026-07-11 23:53:30+00:00	https://www.gukjenews.com/news/articleView.html?idxno=3633293	dongguk_core
2026-07-13	메일 제외	30	동국대 [법인/건학위]	경북도민일보	영천 제27회 전국남여종별세팍타크로대회 개최	2026-07-12 06:40:50+00:00	https://www.hidomin.com/news/articleView.html?idxno=712903	dongguk_core
2026-07-13	메일 제외	31	동국대 [법인/건학위]	한겨레	생명·평화·협동·자치의 씨앗 뿌린 ‘참된 구도자’	2026-07-12 08:58:00+00:00	https://www.hani.co.kr/arti/society/environment/1267885.html	dongguk_core
2026-07-13	메일 제외	32	동국대 [법인/건학위]	충청타임즈	충북보과대, 전국대학야구선수권 2연승	2026-07-12 10:04:00+00:00	http://www.cctimes.kr/news/articleView.html?idxno=916192	dongguk_core
