기준일	포함여부	순번	섹션	언론사	제목	발행일시	URL	수집풀
2026-07-14	메일 제외	13	미분류	네이트 뉴스	20개 대학, 전공 관계없이 모든 학생에게 AI 기본역량 가르친다 - 네이트	2026-07-13 03:00:00+00:00	https://news.nate.com/view/20260713n14555	
2026-07-14	메일 제외	14	대학 [교육]	중앙일보	손글씨 시험, 리포트 '송곳 면접‘…AI 시대 적응하는 美 대학가	2026-07-13 05:57:04+00:00	https://www.joongang.co.kr/article/25444627	education
2026-07-14	메일 제외	15	동국대 [법인/건학위]	Daum | 아이뉴스24	동국대 WISE캠퍼스, 경주 베트남 유학생 대상 진로·진학 설명회 개최 - v.daum.net	2026-07-13 23:10:09+00:00	https://v.daum.net/v/xEdsAZGhhN	
2026-07-14	메일 제외	16	동국대 [법인/건학위]	NSP통신	동국대 WISE캠퍼스, 지역 고교 베트남 유학생 대상 진로설명회·멘토링 개최 - NSP통신	2026-07-13 08:16:38+00:00	https://www.nspna.com/news/?mode=view&newsid=820412	
2026-07-14	메일 제외	17	동국대 [법인/건학위]	드림저널	동국대 WISE캠퍼스, 베트남 유학생 진로설명회 개최 - 드림저널	2026-07-13 09:24:00+00:00	http://www.newsdream.net/156513	
2026-07-14	메일 제외	18	동국대 [법인/건학위]	한국대학신문 - 411개 대학을 연결하는 '힘'	동국대 WISE캠퍼스, 지역 고교 베트남 유학생 대상 진로설명회·멘토링 진행 - 한국대학신문	2026-07-13 08:05:00+00:00	https://news.unn.net/news/articleView.html?idxno=594714	dongguk_core
2026-07-14	메일 제외	19	동국대 [법인/건학위]	ROOKIE	[MBC배] '정시후 깜짝 활약' 성균관대, 동국대 제압하고 준결승 진출	2026-07-13 08:32:24+00:00	http://www.rookie.co.kr/news/articleView.html?idxno=124778	
2026-07-14	메일 제외	20	대학 [교육]	베리타스알파	[포토] 2027수시박람회 '목전'	2026-07-13 00:00:00+00:00	https://www.veritas-a.com/news/articleView.html?idxno=618867	education
2026-07-14	메일 제외	21	미분류	ROOKIE	[MBC배] 개인 커리어 최고 활약! 위기의 성균관대를 구원한 1학년 가드 ...	2026-07-13 10:08:22+00:00	http://www.rookie.co.kr/news/articleView.html?idxno=124782	
2026-07-14	메일 제외	22	미분류	ROOKIE	[MBC배] 선수단 컨디션 난조에도 승리한 김상준 감독 "상주대회는 정신...	2026-07-13 08:56:54+00:00	http://www.rookie.co.kr/news/articleView.html?idxno=124780	
2026-07-14	메일 제외	23	불교 [종단]	대전시티저널	문화 유산 보존 처리 현장 공개 행사 '생생 보존 처리 데이' 개최	2026-07-13 08:35:20+00:00	http://www.gocj.net/news/articleView.html?idxno=150154	buddhism
2026-07-14	메일 제외	24	불교 [종단]	연합뉴스	'X'자 상처난 비석 어떻게 고칠까…문화유산 보존처리 현장 공개	2026-07-13 00:00:00+00:00	https://www.yna.co.kr/view/AKR20260713018600005?input=1195m	buddhism
2026-07-14	메일 제외	25	미분류	Unknown	[MBC배] ‘중앙대에 설욕 예고’ 김상준 성균관대 감독, “리그와 단판...	2026-07-13 08:54:02+00:00	https://basketkorea.com/news/newsview.php?ncode=1065603254822686	
2026-07-14	메일 제외	26	미분류	Unknown	경희대·성균관대 4강행! MBC배 준결승 대진 확정, 부산대·단국대도 순...	2026-07-13 10:18:00+00:00	https://m.sports.naver.com/basketball/article/065/0000299656	
2026-07-14	메일 제외	27	동국대 [법인/건학위]	ROOKIE	[MBC배] ‘정시후 깜짝 활약’ 성균관대, 동국대 제압하고 준결승 진출 - rookie.co.kr	2026-07-13 08:32:24+00:00	https://www.rookie.co.kr/news/articleView.html?idxno=124778	
2026-07-14	메일 제외	28	동국대 [법인/건학위]	대구MBC	42회 MBC배 전국대학농구 4강전…경희대-고려대, 성균관대-중앙대 맞대결 - 대구MBC	2026-07-13 16:53:31+00:00	https://dgmbc.com/NewsArticle/850763	dongguk_core
2026-07-14	메일 제외	29	동국대 [법인/건학위]	아이뉴스24	동국대 WISE캠퍼스, 경주 베트남 유학생 대상 진로·진학 설명회 개최 - 아이뉴스24	2026-07-13 23:09:00+00:00	https://www.inews24.com/view/1985201	dongguk_core
2026-07-14	메일 제외	30	동국대 [법인/건학위]	법보신문	“선·교 겸수의 장 되길”…동국대, 학내 첫 하안거 수행정진 - 법보신문	2026-07-13 03:36:50+00:00	https://www.beopbo.com/news/articleView.html?idxno=336578	dongguk_core
2026-07-14	메일 제외	31	미분류	머니투데이	20개 대학, 전공 관계없이 모든 학생에게 AI 기본역량 가르친다	2026-07-13 03:00:00+00:00	https://www.mt.co.kr/policy/2026/07/13/2026071310284589432	
2026-07-14	메일 제외	32	동국대 [법인/건학위]	불교신문	나경미 제일테크노스 명예회장, 동국대 후배 위해 2000만원 기부	2026-07-13 00:04:18+00:00	https://www.ibulgyo.com/news/articleView.html?idxno=440086	dongguk_core
2026-07-14	메일 제외	33	동국대 [법인/건학위]	현대불교	동국대, 첫 교내 하안거 입재 “내 안 행복 찾는 수행되길” - 현대불교	2026-07-13 08:20:10+00:00	https://www.hyunbulnews.com/news/articleView.html?idxno=504309	
2026-07-14	메일 제외	34	동국대 [법인/건학위]	Daum | 바스켓코리아	[MBC배] ‘대학 입학 후 첫 결선’ 동국대 우성희, “다가올 6강, 더 뭉쳐야 한다” - v.daum.net	2026-07-13 01:01:48+00:00	https://v.daum.net/v/20260713100148512	
2026-07-14	메일 제외	35	동국대 [법인/건학위]	바스켓코리아	[MBC배] ‘구민교 23점+정시후 3점슛 5개’ 성균관대, 동국대에 진땀승 - 바스켓코리아	2026-07-13 08:19:07+00:00	https://basketkorea.com/news/newsview.php?ncode=1065601153691410	
2026-07-14	메일 제외	36	동국대 [법인/건학위]	쿠키뉴스	“‘신정아 사건’ 패소한 동국대, 예일대에 소송비 3억원 줘야” - 쿠키뉴스	2026-07-13 10:25:51+00:00	https://www.kukinews.com/article/view/kuk201412020039	
2026-07-14	메일 제외	37	동국대 [법인/건학위]	Daum | 아이뉴스24	동국대 WISE캠퍼스, 경주 베트남 유학생 대상 진로·진학 설명회 개최 - v.daum.net	2026-07-13 23:10:09+00:00	https://v.daum.net/v/20260714081009939	
2026-07-14	메일 제외	38	동국대 [법인/건학위]	시사경제신문	동국대 WISE캠퍼스, 글로컬 인재 양성 위한 베트남 유학생 설명회 개최 - 시사경제신문	2026-07-13 13:05:55+00:00	https://www.sisanews.kr/news/articleView.html?idxno=122547	
2026-07-14	메일 제외	39	동국대 [법인/건학위]	국제뉴스	동국대 WISE캠퍼스, 지역 고교 베트남 유학생…진로진학 멘토링 - gukjenews.com	2026-07-13 13:17:03+00:00	https://www.gukjenews.com/news/articleView.html?idxno=3634690	
2026-07-14	메일 제외	40	동국대 [법인/건학위]	경상북도 정치, 시회, 경제, 단체행사, 읍면동 소식 및 생활정보 수록	동국대 WISE캠퍼스, 지역 고교 베트남 유학생 대상 진로설명회·멘토링 개최 - CBN뉴스	2026-07-13 07:50:28+00:00	http://m.icbnnews.com/view.php?idx=185518	
2026-07-14	메일 제외	41	불교 [종단]	현대불교	"생사 모두 텅 비었으니"…근일 대종사 추모 발길 이어져	2026-07-13 01:51:55+00:00	https://www.hyunbulnews.com/news/articleView.html?idxno=504300	buddhism
2026-07-14	메일 제외	42	불교 [종단]	불교방송	성파 대종사, 근일 대종사 추모...내일 영결식 진우스님 참석	2026-07-13 14:50:18+00:00	https://news.bbsi.co.kr/news/articleView.html?idxno=4094800	buddhism
2026-07-14	메일 제외	43	불교 [종단]	BTN불교TV	조계종 포교부, 종립 정광고서 출가 홍보	2026-07-13 22:00:00+00:00	https://www.btnnews.tv/news/articleView.html?idxno=90854	buddhism
2026-07-14	메일 제외	44	동국대 [법인/건학위]	불교방송	7/14 (화) BBS TV 뉴스 전체 영상 - BBS불교방송	2026-07-13 22:00:00+00:00	https://news.bbsi.co.kr/news/articleView.html?idxno=4094828	dongguk_core
2026-07-14	메일 제외	45	동국대 [법인/건학위]	Unknown	[MBC배] ‘대학 입학 후 첫 결선’ 동국대 우성희, “다가올 6강, 더 뭉쳐...	2026-07-13 00:55:28+00:00	https://basketkorea.com/news/newsview.php?ncode=1065617270061710	dongguk_core
2026-07-14	메일 제외	46	미분류	재개발재건축매거진	한국풍수명리철학회, 2026년 상반기 학술대회 성료 - 재개발재건축매거진	2026-07-13 07:32:49+00:00	https://www.jjmagazin.com/news/articleView.html?idxno=56940	
2026-07-14	메일 제외	47	미분류	재개발재건축매거진	김덕기 교수 한국풍수명리철학회 학술대회서 'AI 시대의 풍수 담론' 발표 - 전통 풍수의 학술적 재정립 제안 - 재개발재건축매거진	2026-07-13 07:32:49+00:00	https://www.jjmagazin.com/news/articleView.html?idxno=56941	
2026-07-14	메일 제외	48	동국대 [법인/건학위]	BTN불교TV	"도심 캠퍼스가 선원으로"..동국대, 교내서 첫 하안거 입재	2026-07-13 22:00:00+00:00	https://www.btnnews.tv/news/articleView.html?idxno=90855	dongguk_core
2026-07-14	메일 제외	49	미분류	경북신문	수십 년 유물 기록한 사진가 이순희...깨진 토기 통해 '오랜 침묵의 소리' 시각화 - 경북신문	2026-07-13 15:36:53+00:00	https://www.kbsm.net/news/view.php?idx=526600	
2026-07-14	메일 제외	50	미분류	메디팜뉴스	뇌전증 인식개선 서포터즈 ‘We are Epilizer’ 27기 해단 - 메디팜뉴스	2026-07-13 06:22:59+00:00	https://www.medipharmnews.com/news/articleView.html?idxno=127502	
2026-07-14	메일 제외	51	미분류	한국도시환경헤럴드	김덕기 교수 한국풍수명리철학회 학술대회서 'AI 시대의 풍수 담론' 발표 - 전통 풍수의 학술적 재정립 제안 - 한국도시환경헤럴드	2026-07-13 10:09:44+00:00	http://www.kueherald.co.kr/news/articleViewAmp.html?idxno=58970	
2026-07-14	메일 제외	52	동국대 [법인/건학위]	프레시안	동국대 WISE캠퍼스, 지역 고교 베트남 유학생 대상 진로설명회·멘토링 개최 - 프레시안	2026-07-13 08:31:18+00:00	https://m.pressian.com/m/pages/articles/2026071317311887461	
2026-07-14	메일 제외	53	동국대 [법인/건학위]	불교방송	"캠퍼스에서 한 달 수행해요"...동국대, '하안거 30일 수행 정진' 첫 운영 - BBS불교방송	2026-07-13 22:00:00+00:00	https://news.bbsi.co.kr/news/articleView.html?idxno=4094732	dongguk_core
2026-07-14	메일 제외	54	동국대 [법인/건학위]	대한경제	동국대 법무대학원, 도시정비 법무정책최고위과정 6기 모집 - 대한경제	2026-07-13 11:10:28+00:00	https://www.dnews.co.kr/m_home/view.jsp?idxno=202607130853542440845	
2026-07-14	메일 제외	55	미분류	EKW (이코리아월드) 동포세계신문	서울 한복판에서 재한 몽골인 나담축제로 하나 되었다 - ekw.co.kr	2026-07-13 21:39:38+00:00	https://www.ekw.co.kr/news/articleView.html?idxno=20585	
